Easting,Northing,Elevation,Ag,Al,As,Au,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Pd,Pt,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
515.4755963,6971.103807,0.5,158,1.06,86.2,,,82.1,,3.95,3.27,0.68,,5.4,30.5,,20.29,1.26,3.3,,,12,,0.15,46.1,,0.39,127,1.56,0.101,,25.8,0.082,20.18,,,,,0.03,2.36,1.6,0.6,,120.3,,0.09,13.3,0.071,0.22,3.7,61,3.3,,79.1,
513.4551352,6972.233559,0.5,112,1.25,13.9,,,47.3,,5.04,0.61,0.28,,4.7,14.7,,18.9,1.36,4.6,,,30,,0.09,50.3,,0.35,213,1.69,0.033,,5.8,0.13,37.8,,,,,0.02,0.45,3,0.2,,51.9,,0.03,29.6,0.049,0.22,61.3,33,5.3,,38.6,
513.2529187,6971.553095,0.5,52,0.52,26.9,,,35.6,,1.17,0.58,0.22,,3,15.1,,9.89,0.99,2.4,,,18,,0.06,53.3,,0.19,124,1.54,0.04,,5.5,0.125,15.26,,,,,0.02,1.82,1.8,0.3,,25.9,,0.02,29,0.07,0.09,11.7,32,9.8,,27.5,
508.4751314,6969.763512,0.5,86,1.62,16.2,,,56.9,,9.33,0.7,0.31,,11.5,14.6,,21.51,1.4,4.8,,,33,,0.06,47.7,,0.33,283,3.62,0.025,,22.7,0.131,39.04,,,,,0.02,0.93,2.6,0.5,,50.3,,0.03,26.8,0.024,0.16,45.4,30,6.5,,95.3,
508.4410293,6970.356153,0.5,97,0.83,4.5,,,22.9,,3.43,0.89,0.09,,3.8,22.1,,11.14,1.29,3.6,,,27,,0.08,76.9,,0.29,183,2.23,0.058,,3.4,0.179,18.48,,,,,0.02,0.33,2.7,0.2,,33.8,,0.02,49,0.103,0.08,27.1,44,32.6,,20.8,
513.2205738,6968.346412,0.5,773,2.76,32.5,,,214.7,,0.45,0.08,0.37,,8.6,36.2,,65.2,7.33,4.8,,,33,,0.14,11.6,,0.41,170,6.97,0.012,,42.7,0.146,24.15,,,,,0.19,2.12,2.3,7.1,,60.3,,0.11,5.1,0.027,0.23,4.6,40,0.2,,233.5,
516.2872118,6969.651527,0.5,160,2.97,79.1,,,148.6,,1.12,1.72,0.7,,11.6,37.3,,24.03,2.23,7.7,,,61,,0.15,21.3,,0.72,354,2.45,0.133,,39.3,0.074,24.27,,,,,0.07,1.1,3.7,1.2,,304.5,,0.05,8.3,0.079,0.31,4.1,48,1.8,,116.6,
517.1282663,6967.574553,0.5,197,1.8,55.2,,,248.9,,0.89,5.11,1.06,,8,32.2,,18.92,2.11,5,,,43,,0.17,27.4,,1.02,282,3.06,0.086,,45.9,0.141,22.85,,,,,0.04,1.71,3.3,1.1,,267.1,,0.04,7.5,0.063,0.47,2.3,91,0.9,,137.2,
523.0099471,6965.72201,0.5,349,1.61,18.2,,,647.5,,0.4,1.08,7.8,,13.2,23,,36.72,2.94,3.7,,,219,,0.26,16.4,,0.48,343,6.54,0.033,,97.9,0.094,15.77,,,,,0.1,1.63,3.4,3,,92.2,,0.04,3.6,0.004,0.92,2.1,53,0.2,,661.9,
528.8603765,6963.672437,0.5,110,0.43,5.7,,,83.2,,0.08,19.74,0.76,,3.7,8.4,,11.47,0.82,1.1,,,46,,0.1,12.7,,6.5,187,2.83,0.01,,23.2,0.108,8.67,,,,,0.02,1.09,2,0.7,,209.6,,0.08,1.9,0.003,0.16,1.1,25,0.1,,76.5,
528.8001288,6963.215089,0.5,312,0.92,17.9,,,219.9,,0.15,9.87,18.74,,19.5,18.9,,49.34,3.42,1.8,,,149,,0.17,17,,4.92,410,10.92,0.011,,164.7,0.133,13.5,,,,,0.04,3.17,3.1,2.3,,100.1,,0.07,2.9,0.006,0.64,2.2,63,0.1,,1561.8,
536.8440434,6963.463698,0.5,49,0.31,4.5,,,144,,0.04,17.26,0.22,,3.6,6.1,,8.36,0.83,0.9,,,45,,0.08,8.1,,9.24,202,0.89,0.011,,10.4,0.064,9.36,,,,,0.03,0.45,1.8,0.1,,89.2,,0.07,1.3,0.003,0.08,0.5,14,0.1,,41.1,
537.241336,6962.880979,0.5,41,0.22,5.1,,,53.8,,0.04,17.18,0.21,,3.3,5,,6.24,0.71,0.6,,,52,,0.06,8,,9.51,191,0.71,0.011,,10.4,0.066,9.71,,,,,0.02,0.65,1.7,0.3,,66.3,,0.07,1,0.003,0.1,0.4,12,0.1,,50.7,
537.3749594,6966.735511,0.5,89,1,14.5,,,126.1,,0.26,2.35,0.26,,12.1,11.7,,28.04,2.63,2.4,,,101,,0.21,18.5,,1.55,410,0.94,0.009,,23.1,0.084,28.21,,,,,0.05,0.58,3.5,0.8,,32.2,,0.02,4.8,0.004,0.12,0.9,14,0.1,,89.5,
540.6173292,6961.524828,0.5,44,0.28,3.9,,,132,,0.04,18.38,0.49,,3.1,6.1,,6.61,0.71,0.6,,,67,,0.06,7.9,,8.81,172,1.63,0.011,,14.6,0.058,9.51,,,,,0.02,0.84,1.6,0.6,,143.3,,0.08,1.3,0.002,0.12,0.7,13,0.1,,64.2,
541.590986,6960.402697,0.5,246,1.47,16.3,,,186.1,,0.15,9.86,20.98,,38.8,13.3,,282.29,3.05,1.3,,,179,,0.06,10.1,,2.8,626,19.51,0.006,,200.2,0.079,21.61,,,,,0.06,2.69,2.8,2.6,,222.9,,0.07,3.2,0.002,0.6,8,61,0.1,,1738.3,
541.8363998,6961.898904,0.5,56,0.19,4.1,,,34.6,,0.04,18.58,0.37,,2.2,5.6,,6.96,0.5,0.5,,,68,,0.07,8.1,,10.18,137,1.21,0.013,,12,0.064,12.22,,,,,0.02,0.95,1.5,0.3,,58.3,,0.06,0.8,0.002,0.12,0.7,15,0.1,,76.8,
543.3802722,6964.163037,0.5,76,0.26,4.5,,,39.7,,0.05,18.53,0.62,,3.2,7.3,,9.06,0.71,0.7,,,91,,0.11,10.6,,8.09,170,2.97,0.011,,17.6,0.1,11.32,,,,,0.02,1.26,2,0.6,,150.5,,0.07,1.7,0.003,0.14,1.2,23,0.1,,80.7,
543.8231348,6964.681479,0.5,46,0.24,5.1,,,51.3,,0.05,19.96,0.5,,2.7,6.5,,6.98,0.7,0.7,,,48,,0.07,8.9,,7.64,168,3.55,0.012,,19.3,0.059,10.15,,,,,0.02,0.81,1.8,0.6,,304.3,,0.07,1.4,0.002,0.21,1.5,25,0.1,,52.3,
540.0608816,6968.182303,0.5,38,0.15,4.4,,,14.8,,0.02,20.79,0.21,,2,3.7,,4.2,0.45,0.5,,,43,,0.05,6.8,,9.41,190,0.72,0.012,,7.4,0.072,7.68,,,,,0.02,0.78,1.3,0.2,,82.8,,0.09,0.9,0.002,0.08,0.8,9,0.1,,26.1,
539.7628094,6972.428433,0.5,14,0.18,4.8,,,17.5,,0.02,19.5,0.08,,1.7,3.3,,3.18,0.44,0.4,,,26,,0.05,5.9,,9.89,190,0.45,0.015,,5.2,0.044,7.29,,,,,0.02,0.62,1.1,0.2,,61.7,,0.07,0.8,0.003,0.08,0.3,6,0.1,,13,
538.9280497,6972.390545,0.5,127,1.21,6.9,,,87.2,,0.12,5.17,0.73,,7.7,18.8,,17.61,1.81,3.6,,,75,,0.3,19.8,,3.37,117,3.49,0.015,,31.5,0.126,12.71,,,,,0.08,1.6,4,1.2,,45.9,,0.02,2.9,0.006,0.38,1,64,0.1,,154.9,
540.7020108,6973.760375,0.5,188,0.45,6.1,,,100.1,,0.09,20.05,1.19,,4.5,10.5,,13.56,1.01,1.1,,,71,,0.17,17.7,,3.06,160,5.83,0.008,,37.6,0.09,8.06,,,,,0.02,1.4,2.6,1.1,,497.9,,0.1,2.5,0.004,0.37,2.3,53,0.1,,112.6,
548.5702804,6977.203957,0.5,22,0.57,3.1,,,30.3,,0.1,19.24,0.18,,5.4,11.1,,8.11,1.2,1.2,,,30,,0.06,12.5,,0.87,190,0.68,0.011,,26.7,0.047,7.78,,,,,0.02,0.16,3.2,0.5,,911.6,,0.13,2.5,0.002,0.08,1.1,15,0.1,,39.1,
548.6753236,6977.790535,0.5,12,0.21,2.1,,,29.3,,0.04,20.66,0.13,,2.1,4.2,,4.4,0.35,0.5,,,22,,0.05,6,,10.57,131,0.79,0.02,,7.3,0.021,4.44,,,,,0.02,0.14,1.1,0.2,,346.3,,0.11,0.8,0.002,0.07,0.9,9,0.1,,18.4,
546.8833086,6974.550682,0.5,38,1.94,7.1,,,271.2,,0.2,3.27,0.19,,16.1,32.9,,28.77,3.43,4.8,,,37,,0.11,5.2,,1.52,481,0.48,0.019,,45.9,0.055,16.96,,,,,0.04,0.15,5.7,0.4,,123.5,,0.03,3.3,0.001,0.08,0.6,32,0.1,,133.2,
545.9363199,6973.965615,0.5,158,0.56,8.1,,,928.1,,0.12,13.81,4.23,,6.8,9.8,,30.98,1.52,1.2,,,86,,0.09,10.7,,0.61,189,12.86,0.008,,71.1,0.067,8.09,,,,,0.06,2.14,2.8,2.8,,618.2,,0.12,2,0.002,0.38,2.4,36,0.1,,225.5,
546.5244895,6972.291341,0.5,249,1.21,17.6,,,1562.3,,0.16,14.17,13.73,,26.4,17.7,,50.97,2.89,2.3,,,86,,0.11,9.6,,0.79,520,12.15,0.012,,101.6,0.063,13,,,,,0.14,1.82,4.3,3.7,,793.8,,0.13,3.8,0.001,0.44,4.4,39,0.1,,752.9,
547.3813048,6972.808406,0.5,16,0.28,2.1,,,54.5,,0.05,16.67,0.13,,2.7,5.7,,4.38,0.57,0.7,,,17,,0.05,5.5,,7.82,124,0.84,0.017,,9.5,0.024,5.31,,,,,0.03,0.12,1.2,0.3,,300.2,,0.03,0.9,0.002,0.07,0.8,10,0.1,,22.1,
548.4433802,6971.429956,0.5,14,0.25,2.1,,,48.6,,0.05,18.17,0.19,,2.4,6.7,,3.59,0.53,0.6,,,20,,0.05,7.8,,5.35,90,1.47,0.014,,14.7,0.025,3.71,,,,,0.03,0.13,1.6,0.3,,798.2,,0.06,1.2,0.001,0.13,1.1,16,0.1,,24.4,
549.064372,6970.839703,0.5,26,0.81,4.2,,,393.9,,0.09,14.98,0.32,,8,15.1,,10.18,1.4,1.9,,,29,,0.08,7.3,,3.19,282,1.49,0.016,,26.1,0.034,7.91,,,,,0.04,0.18,2.5,0.3,,733.2,,0.06,2.1,0.001,0.11,1.2,23,0.1,,52.3,
547.9703312,6970.30535,0.5,53,1.13,4.4,,,136.3,,0.16,11.42,0.26,,8.6,18.4,,15.54,2.04,2.6,,,27,,0.1,9.9,,0.77,227,1.41,0.017,,36.2,0.053,9.96,,,,,0.04,0.22,3.7,0.5,,750.7,,0.06,2.4,0.001,0.18,0.8,21,0.1,,78.1,
548.0679438,6969.584715,0.5,24,0.71,2.7,,,79.4,,0.12,19.2,0.24,,5.9,10.1,,6.82,1.39,1.6,,,19,,0.08,9.5,,0.66,253,1.36,0.011,,21.5,0.03,8.08,,,,,0.05,0.13,3.4,0.3,,1169.1,,0.12,3.1,0.001,0.1,1,14,0.1,,38.9,
549.5408624,6967.833786,0.5,30,0.98,4.9,,,159.1,,0.18,13.45,0.31,,8.9,15.4,,9.91,1.91,2.4,,,23,,0.07,9.7,,1.28,331,0.67,0.012,,23.1,0.049,12.49,,,,,0.02,0.24,3.6,0.4,,583.3,,0.03,3.6,0.003,0.06,0.7,15,0.1,,58.2,
550.3460684,6965.221851,0.5,67,1.11,6.7,,,556.7,,0.14,11.26,1.48,,11.1,17.9,,21.57,2.2,2.6,,,36,,0.07,6.6,,2.7,349,3.53,0.009,,44.4,0.041,10.08,,,,,0.06,0.62,3.3,0.8,,406.4,,0.05,2.6,0.001,0.13,1.6,24,0.1,,157.1,
548.8069217,6962.715959,0.5,40,0.5,3.6,,,455.3,,0.09,16.64,0.6,,4.9,7.7,,6.49,1.09,1.2,,,28,,0.06,9.3,,2.7,217,3,0.008,,20.4,0.034,7.64,,,,,0.05,0.44,2.6,0.5,,795.9,,0.05,2.7,0.001,0.14,0.9,13,0.1,,56.6,
548.7244266,6959.777466,0.5,131,0.3,4.3,,,80.2,,0.05,20.06,1.42,,2.7,10.7,,10.89,0.59,0.8,,,53,,0.11,17.2,,2.43,83,11.25,0.008,,48.7,0.054,4.63,,,,,0.04,1.06,2.1,1.4,,760.5,,0.07,1.7,0.002,0.5,3.1,62,0.1,,116.8,
547.4921267,6958.473567,0.5,85,0.42,5.8,,,322.8,,0.07,15.86,1.05,,3.9,9,,8.76,0.89,1.1,,,82,,0.12,11.2,,3.52,167,5.57,0.008,,24,0.071,9.08,,,,,0.1,1.19,2.4,0.7,,451.6,,0.05,2.1,0.002,0.21,2,29,0.1,,100.5,
544.0701701,6959.524631,0.5,112,0.33,21.8,,,108.2,,0.08,13.96,1.09,,4.5,7.3,,12.46,1.05,0.8,,,140,,0.12,11.8,,3.25,161,7.91,0.006,,27.9,0.053,10.51,,,,,0.06,1.64,2.4,0.8,,319,,0.04,2.5,0.002,0.25,2.1,26,0.1,,97.7,
542.5908726,6959.356954,0.5,145,1.15,11.1,,,156.9,,0.06,10.83,10.5,,12.5,10.7,,34.42,5.62,0.9,,,51,,0.06,5.9,,4.62,242,10.58,0.006,,103.4,0.089,7.25,,,,,0.46,1.88,1.7,1.6,,122.4,,0.04,1.4,0.002,0.19,6.7,85,0.1,,531.2,
545.0680747,6957.171453,0.5,168,2.33,66.2,,,137.7,,0.19,8.25,108.93,,33.2,16,,80.16,4.69,2.3,,,113,,0.09,11.3,,0.82,1775,41.12,0.009,,706.7,0.059,15.63,,,,,1.13,1.68,3.2,4.2,,383.8,,0.04,3.4,0.002,0.37,12,23,0.1,,10001,
550.2623485,6951.309703,0.5,30,0.13,3.5,,,41,,0.03,16.1,0.29,,1.3,3.5,,2.85,0.33,0.4,,,40,,0.06,5.8,,8.61,92,1.49,0.01,,7,0.039,4.44,,,,,0.02,0.73,0.8,0.3,,80.6,,0.02,0.7,0.002,0.1,0.9,11,0.1,,25,
547.1141065,6953.180915,0.5,94,0.4,3.9,,,76.6,,0.08,15.21,0.75,,4.9,8.7,,10.39,0.99,1,,,44,,0.09,10.9,,2.29,176,7.27,0.006,,29.5,0.048,6.5,,,,,0.04,1.01,2.1,0.6,,454.4,,0.03,2.1,0.002,0.24,1.9,24,0.1,,72.3,
543.5368481,6954.008667,0.5,196,2.18,12.7,,,449.5,,0.25,0.4,1.33,,21.1,36.5,,58.75,3.76,5.2,,,63,,0.13,25.3,,0.9,615,3.42,0.018,,56,0.081,23.8,,,,,0.03,1.01,3.2,1.2,,35.7,,0.06,4.4,0.004,0.16,12.5,40,0.1,,192.6,
538.491987,6955.256238,0.5,251,1.29,11.4,,,394.9,,0.16,8.87,23.64,,36.7,12.3,,107.15,3.02,1.6,,,92,,0.08,15.2,,2.8,402,13.81,0.006,,269.9,0.066,18.05,,,,,0.06,2.6,2.7,2.4,,212.4,,0.07,3.5,0.009,1.12,5.9,33,0.1,,1519.3,
534.3774216,6957.51604,0.5,125,0.78,9.5,,,81.5,,0.14,11.08,6.13,,13.6,12.6,,28.08,1.95,1.7,,,65,,0.08,12.1,,2.53,304,13.73,0.005,,103.8,0.065,12.67,,,,,0.04,2.2,2.5,1.4,,215.8,,0.05,3.3,0.003,0.38,2.3,30,0.1,,380.2,
532.5206942,6959.268757,0.5,134,0.72,7.4,,,325.4,,0.11,12.24,4.64,,7.6,12.9,,22.64,1.57,1.7,,,54,,0.11,13.1,,5.14,234,10.65,0.011,,62,0.084,14.49,,,,,0.04,1.8,2.2,1.8,,164.6,,0.07,2.9,0.007,0.31,2.3,34,0.1,,254.6,
532.1430028,6958.934128,0.5,116,0.42,6.9,,,183.3,,0.05,14.19,0.8,,4.6,8.9,,11.56,1.18,1.2,,,51,,0.16,11.2,,6.19,171,2.16,0.008,,18.1,0.112,8.79,,,,,0.03,0.95,2,0.6,,82.5,,0.02,1.7,0.005,0.19,0.7,20,0.1,,72.2,
535.5872779,6954.35228,0.5,78,0.4,4.9,,,123.5,,0.07,15.19,2.66,,4.8,9,,11,1,1.1,,,48,,0.09,9.9,,5.8,189,4.76,0.008,,34.2,0.085,7.29,,,,,0.03,1.1,1.7,0.8,,179.1,,0.03,2,0.004,0.19,1.1,22,0.1,,134.8,
535.9080852,6952.88389,0.5,74,0.78,146.6,,,125.1,,0.19,5.19,0.32,,18.1,12.9,,26.95,2.5,2.1,,,112,,0.17,17.2,,3.27,668,1.51,0.007,,30.5,0.072,20.11,,,,,0.03,3.73,2.7,0.5,,46.5,,0.02,5.9,0.003,0.14,0.9,18,0.1,,74.5,
502.5199093,6943.816576,0.5,165,1.35,30.3,,,250.4,,0.67,0.48,1.77,,24.6,21.6,,33.66,2.85,3.4,,,53,,0.14,17.8,,0.55,455,2.98,0.028,,67.2,0.077,14.54,,,,,0.08,1.63,3,1.5,,35.9,,0.05,5.9,0.013,0.16,2.8,33,1.2,,256.7,
497.4501818,6942.283584,0.5,402,0.77,23.6,,,783.7,,0.2,0.1,2.77,,20.4,12.1,,117.31,2.61,1.8,,,95,,0.17,23,,0.17,515,4.21,0.004,,70.4,0.081,14.39,,,,,0.08,2.99,2.7,4.5,,37.7,,0.07,4.7,0.004,0.21,1.4,30,0.1,,344.2,
495.4832644,6942.551954,0.5,420,0.9,18.1,,,503,,0.21,0.11,4.84,,41.8,13.2,,107.68,2.58,2.1,,,92,,0.11,21.3,,0.21,1298,4.41,0.003,,116.1,0.088,14.25,,,,,0.07,3.05,2.2,4.5,,45.2,,0.09,4.5,0.004,0.24,1.5,29,0.1,,803.5,
493.8093187,6942.901149,0.5,453,0.95,14.1,,,1051.3,,0.22,0.13,5.39,,15.9,16.8,,107.91,2.57,2.5,,,140,,0.2,29.2,,0.25,442,3.68,0.005,,88.7,0.073,14.29,,,,,0.05,2.1,2.5,3.6,,40.8,,0.08,4.9,0.006,0.2,1.7,36,0.2,,538.1,
493.9559547,6945.921242,0.5,423,0.94,20.7,,,947.6,,0.21,0.15,6.06,,24.7,13,,82.71,2.58,2.1,,,144,,0.13,22.6,,0.22,740,3.75,0.005,,123.4,0.071,14.04,,,,,0.05,2.16,2.3,3.6,,35.4,,0.07,4.4,0.004,0.2,2.6,26,0.3,,439.8,
496.7790836,6948.839616,0.5,135,1.09,19,,,251.8,,0.23,0.26,0.84,,13,20.5,,21.27,2.84,3.2,,,55,,0.1,11.3,,0.3,270,2.19,0.016,,31.4,0.068,13.83,,,,,0.06,1.33,3.7,2,,29.8,,0.05,3.6,0.006,0.14,1.3,36,0.5,,180.1,
499.1864738,6950.505982,0.5,182,1.22,21,,,280.2,,0.28,0.34,1.49,,25.6,20,,20.83,3.06,3.2,,,82,,0.13,13,,0.28,1677,1.89,0.02,,40.1,0.071,12.71,,,,,0.03,0.67,3.7,1.2,,32.7,,0.04,3.7,0.006,0.15,1.6,33,0.4,,204.7,
501.2280479,6950.98184,0.5,296,1.28,10.9,,,305.7,,0.34,0.27,0.39,,9.9,36.4,,33.45,2.67,3.2,,,125,,0.1,7,,0.41,213,1.39,0.013,,39.5,0.056,12.24,,,,,0.05,0.34,4.2,2.1,,31.4,,0.04,2.8,0.004,0.1,0.9,26,0.1,,134.3,
501.1033873,6953.315884,0.5,118,1.68,44.6,,,199.3,,0.78,0.36,0.82,,16.6,27.5,,26.2,3.25,4.3,,,42,,0.17,20.4,,0.61,388,2.83,0.025,,52.6,0.095,16.44,,,,,0.09,1.42,3.5,1.2,,29.9,,0.04,6,0.01,0.16,1.8,27,0.4,,180.3,
502.648143,6954.700507,0.5,90,1.42,15.7,,,149.5,,0.23,0.52,0.32,,12.5,27.1,,22.42,3.04,3.7,,,51,,0.14,17.3,,0.54,641,1.06,0.017,,39.1,0.092,14.22,,,,,0.07,0.43,3.5,1,,32.4,,0.02,4.4,0.003,0.11,0.7,23,0.2,,105.4,
500.6308415,6958.054146,0.5,154,2.14,103,,,108.1,,1.83,0.4,0.87,,28.6,35.3,,37.6,3.98,4.8,,,29,,0.15,18.1,,0.74,738,3.54,0.023,,62,0.1,21.55,,,,,0.05,1.7,3,1.5,,36.9,,0.06,5.4,0.02,0.22,3.3,27,0.5,,180.9,
501.2479365,6957.93511,0.5,574,3.3,148.5,,,272.3,,1.59,0.11,0.64,,29.6,35.8,,101.87,6.08,4.6,,,37,,0.14,17.2,,0.52,501,5.86,0.014,,42.8,0.117,36.38,,,,,0.17,7.02,2.7,6.5,,36.6,,0.17,5.3,0.022,0.28,4.2,32,0.3,,228.8,
505.285407,6957.339713,0.5,1341,1.51,164.7,,,230.6,,1.78,0.05,0.22,,2.6,43.7,,57.2,7.52,4.2,,,31,,0.12,16.2,,0.43,106,7.69,0.01,,20.5,0.18,44.01,,,,,0.14,14.04,2.5,9,,39.3,,0.23,7.6,0.027,0.27,3.9,36,0.2,,125.3,
505.4540918,6956.981237,0.5,2407,1.08,23.8,,,233.1,,0.34,0.04,0.16,,1.7,29,,24.19,5.74,3.6,,,77,,0.14,19.4,,0.28,71,5,0.033,,10.6,0.188,19.6,,,,,0.16,1.91,2,9.9,,21.2,,0.06,3,0.004,0.17,1.7,36,0.2,,46.4,
509.015148,6957.694308,0.5,251,1.53,245.3,,,125.6,,1.53,0.03,0.09,,2.8,53.6,,49.03,9.24,4.2,,,21,,0.11,14.1,,0.6,121,4.12,0.009,,14.3,0.128,31.51,,,,,0.2,14.42,2.7,4.4,,19.4,,0.14,10.1,0.026,0.28,2.2,35,0.1,,83.4,
504.4432168,6963.1576,0.5,836,2.12,916.9,,,241.4,,5.76,0.27,0.22,,8.5,80.7,,59.7,9.75,6.2,,,46,,0.3,21.8,,0.78,211,17.44,0.021,,27.3,0.241,82.67,,,,,0.13,14.2,5.2,7.3,,63.3,,0.2,17.3,0.053,0.69,29.1,59,1.1,,112.6,
504.2750763,6963.815834,0.5,90,1.08,192.5,,,42.8,,3.61,0.47,0.43,,4.9,21.2,,14.32,1.43,4.2,,,48,,0.07,45.3,,0.29,237,2.19,0.031,,7,0.108,28.36,,,,,0.02,0.62,2,0.6,,33.8,,0.02,11,0.027,0.15,52.8,31,20.9,,40.7,
507.0790154,6962.895942,0.5,281,2.4,506.8,,,92.1,,1.58,0.17,0.55,,8.4,38.7,,64.45,9.01,5,,,85,,0.13,24.8,,0.54,106,11.43,0.023,,47.9,0.129,20.36,,,,,0.19,2.59,3,1.6,,21.5,,0.04,21.4,0.057,0.32,31.3,36,2.1,,132.7,
507.9747217,6965.394791,0.5,219,1.77,53.4,,,240.2,,1.76,0.29,0.19,,5,28.1,,45.54,3.04,4.3,,,34,,0.11,26,,0.37,123,2.87,0.013,,37.7,0.092,19.77,,,,,0.03,1.2,2.4,2.3,,37.4,,0.04,12.5,0.024,0.14,13.1,31,3.7,,120.4,
508.7309767,6965.045759,0.5,218,2.08,61.8,,,326.5,,0.51,0.15,0.49,,15.8,33.2,,65.2,3.94,4.7,,,30,,0.14,16.4,,0.41,262,2.44,0.009,,56.1,0.079,16.53,,,,,0.04,1.55,2.3,2.6,,33.1,,0.04,5.8,0.028,0.16,11.8,33,1.5,,202.6,
513.1890747,6955.74081,0.5,169,3.09,107,,,132.4,,2.2,0.21,1.11,,49.8,39.4,,87.4,4.31,5.2,,,30,,0.13,20.1,,0.79,571,3.37,0.027,,101.1,0.067,27.83,,,,,0.06,2.24,2.8,1.4,,43,,0.1,6.6,0.027,0.27,4.3,35,1.5,,381.1,
513.77897,6958.304637,0.5,317,2.6,86.5,,,248.7,,5.26,0.41,3.75,,37.2,38.8,,71.72,4.41,5.7,,,39,,0.24,20.7,,0.73,575,9.32,0.04,,104.3,0.092,27.77,,,,,0.05,2.36,3.2,3.7,,51.2,,0.12,6.8,0.029,0.4,4.8,78,1.8,,441.1,
512.873266,6959.114295,0.5,169,4.45,32.7,,,158.7,,0.44,0.07,0.32,,22.7,26.5,,51.79,4.86,3.2,,,70,,0.09,21.3,,0.39,285,5.1,0.013,,66,0.062,13.79,,,,,0.45,1.73,2.7,2.3,,15.7,,0.04,6.9,0.006,0.15,4.1,27,0.5,,237.2,
515.0922275,6961.297429,0.5,181,2.45,477.8,,,211.8,,37.73,0.15,0.38,,53.7,36.4,,190.84,6.72,5.4,,,38,,0.24,33.2,,0.76,606,6.79,0.021,,83.7,0.078,43.49,,,,,0.28,2.95,3.4,1.5,,58.6,,1.26,9.3,0.037,0.35,4.9,40,2.1,,214.1,
516.8268729,6962.475712,0.5,351,1.91,908.7,,,181.8,,24.06,0.4,1.21,,43.9,30.7,,414.53,4.48,5.2,,,45,,0.19,36.7,,0.63,855,7.48,0.03,,71.9,0.078,59.8,,,,,0.05,3.27,3.9,2.8,,45.2,,0.27,10,0.032,0.36,8.3,41,2.2,,228.8,
521.5690949,6963.642095,0.5,115,1.6,18.3,,,92.2,,0.57,4.98,14.88,,15.1,24.4,,50.03,2.94,3.3,,,39,,0.09,12.6,,0.95,219,4.79,0.013,,121.4,0.069,14.74,,,,,0.02,1,3.9,1.3,,223.6,,0.07,5,0.005,0.22,1.7,31,0.1,,685.6,
522.5983128,6961.028485,0.5,137,1.51,15.1,,,157.5,,1.37,2.23,5.29,,17.3,25.1,,41.42,2.59,3.9,,,44,,0.15,24.2,,0.8,288,3.29,0.033,,101.9,0.109,14.92,,,,,0.03,0.98,3.3,1.2,,109.4,,0.07,6.8,0.027,0.23,2.2,35,1.9,,371.1,
521.5933712,6958.46584,0.5,380,3.16,53,,,199,,1.15,1.34,21.51,,34.6,40.8,,119.25,3.21,6.6,,,37,,0.19,18.4,,0.82,583,16.02,0.107,,455.1,0.075,17.83,,,,,0.06,3.12,4.7,3.3,,192.2,,0.12,5.7,0.052,0.6,8.5,113,0.6,,2770.3,
522.43749,6958.791251,0.5,157,1.17,20,,,183.4,,2.37,1.07,2.36,,12,19.4,,36.76,2.05,3.2,,,47,,0.14,25.5,,0.55,422,3.88,0.044,,60,0.098,12.95,,,,,0.04,1.24,2.5,1.8,,66.6,,0.06,6.9,0.034,0.26,2.8,31,2.9,,246.1,
527.9133574,6959.103887,0.5,540,1.08,15.4,,,525.7,,0.18,8.09,5.33,,8.9,30.8,,50.14,2.08,3.1,,,141,,0.35,22.2,,2.31,242,10.88,0.008,,72.2,0.477,11.86,,,,,0.17,7.08,3.6,3.8,,114.9,,0.08,4.2,0.009,0.42,4.1,119,0.1,,546.7,
528.6611709,6959.435658,0.5,531,1.31,15.6,,,507,,0.23,7.88,4.77,,10.6,38,,51.87,2.41,3.8,,,126,,0.44,29.4,,1.21,223,12.8,0.006,,79.2,0.662,13.19,,,,,0.06,5.86,4.2,3.3,,119,,0.08,4.6,0.011,0.53,4.1,116,0.1,,455.2,
533.7740982,6954.014545,0.5,106,0.97,227.8,,,255.9,,0.15,6.86,0.7,,81.8,14.1,,39.77,3.93,1.9,,,68,,0.09,12.3,,3.52,2579,4.12,0.008,,92,0.116,13.93,,,,,0.07,2.55,3.4,1,,99.6,,0.06,7.1,0.003,0.14,2.1,20,0.1,,150.3,
530.9286509,6955.437299,0.5,95,0.4,6.9,,,207.9,,0.08,10.41,0.42,,5.8,9.8,,11.69,1.22,1.3,,,40,,0.09,9,,6.18,164,1.42,0.011,,15.9,0.112,8.17,,,,,0.03,0.6,2.1,0.6,,68.1,,0.06,1.2,0.003,0.09,0.7,19,0.1,,63.4,
527.8510866,6955.535753,0.5,320,0.68,10.5,,,676.1,,0.12,11.45,3.06,,6.6,22.4,,29.86,1.6,1.9,,,111,,0.26,18.4,,5.34,215,6.44,0.011,,52.9,0.359,11.75,,,,,0.08,3.65,3.3,2.1,,82.4,,0.08,2.8,0.006,0.4,2.4,75,0.1,,334.5,
