DHID,FROM,TO,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY
DDH-0001,81.66,82.42,1.883,,0,308.27,0.395,3.372
DDH-0001,82.42,83,3.0099,1.925,114.967,1137.83,,4.556
DDH-0001,83,84,4.1806,2.44,205.467,2119.41,4.741,4.39
DDH-0001,84,85,3.2041,2.682,239.959,2906.29,6.466,4.589
DDH-0001,85,86,2.391,2.055,220.492,2023.57,6.562,4.452
DDH-0001,86,87,2.392,,189.766,2329.93,7.368,
DDH-0001,87,88,2.1908,2.437,174.916,1386.61,7.892,4.531
DDH-0001,88,89,1.6939,2.073,164.023,1597.58,4.826,
DDH-0001,89,90,,2.412,201.851,1619.39,6.38,4.598
DDH-0001,90,91,3.4112,2.918,217.528,1578.18,7.527,4.298
DDH-0001,91,92,3.0437,3.153,234.691,,6.321,4.321
DDH-0001,92,93,4.1478,1.947,180.115,1654.81,4.296,4.649
DDH-0001,93,93.3,,4.387,199.249,3258.14,4.725,4.345
DDH-0001,93.3,94,4.1118,4.938,279.514,2969.54,9.408,4.467
DDH-0001,94,94.45,6.1513,3.369,255.862,2194.59,8.536,4.502
DDH-0001,94.45,95,3.6054,2.9,401.386,1311.27,8.939,4.128
DDH-0001,95,96.22,2.9796,3.399,360.726,847.11,8.707,4.362
DDH-0001,96.22,97.1,,3.035,299.082,,9.474,4.393
DDH-0001,97.1,97.35,2.0933,2.438,229.104,3894.6,7.268,4.602
DDH-0001,97.35,98.08,2.423,2.541,200.721,2830.77,2.897,4.668
DDH-0001,98.08,98.34,2.6013,2.79,166.999,2851.89,1.91,4.719
DDH-0001,98.34,99.15,4.7987,1.444,124.417,1385.77,1.438,4.691
DDH-0001,99.15,99.6,5.4064,1.801,133.237,2022.23,2.154,4.71
DDH-0001,99.6,100,3.4954,0.974,146.623,1330.19,5.394,4.472
DDH-0001,100,101.07,2.7846,1.46,178.109,1541.24,6.951,4.435
DDH-0001,101.07,102,3.1143,0.836,173.401,1462.12,5.244,4.48
DDH-0001,102,102.82,3.4449,0.985,146.077,3024.49,5.947,4.514
DDH-0001,102.82,103.76,2.9082,0.842,187.413,7291.64,6.017,4.746
DDH-0001,103.76,104.76,1.8239,1.582,152.916,519.74,5.436,4.274
DDH-0001,104.76,105.22,2.7397,,167.478,790.33,5.648,
DDH-0001,105.22,106,2.1666,0.828,121.298,539.22,4.096,4.452
DDH-0001,106,107,1.7294,1.204,91.484,269.4,7.954,4.395
DDH-0001,107,107.79,3.177,0.974,68.917,230.85,8.442,4.197
DDH-0001,107.79,108.93,1.9259,0.704,,423.37,3.303,4.676
DDH-0001,108.93,109.4,1.505,2.189,,1560.22,3.009,4.803
DDH-0001,109.4,110,1.9355,1.935,81.662,751.33,4.246,4.267
DDH-0001,110,111,2.1244,1.443,100.007,500.94,,4.328
DDH-0001,111,112,3.4131,1.568,96.551,732.69,8.073,4.193
DDH-0001,112,112.9,4.0531,0.552,55.495,442.87,5.671,4.287
DDH-0001,112.9,113.45,2.4884,1.56,91.841,289.01,8.52,4.556
DDH-0001,113.45,113.78,2.0584,,0,307.91,3.207,4.619
DDH-0001,113.78,114,5.2445,0.698,54.433,173.49,2.967,4.622
DDH-0001,114,115,4.2285,1.698,78.08,192.86,,4.614
DDH-0001,115,115.5,2.4017,1.446,46.145,308.17,4.02,4.386
DDH-0001,115.5,116.3,3.4836,0.28,25.478,192.64,1.386,4.129
DDH-0001,116.3,116.85,1.8419,0.974,26.549,173.39,3.414,4.377
DDH-0001,116.85,118,3.0947,1.209,32.641,269.87,0.9,4.268
DDH-0001,118,118.71,4.2728,1.567,43.592,250.62,2.312,4.291
DDH-0001,118.71,119,8.4365,0.699,28.863,231.36,3.836,4.181
DDH-0001,119,120,2.7703,0.835,39.026,212,1.018,4.388
DDH-0001,120,121,3.0519,0.699,36.463,173.36,0.735,4.292
DDH-0001,121,122,3.04,0.83,44.884,289.11,6.447,4.265
DDH-0001,122,123,2.205,,49.778,192.61,0.465,4.343
DDH-0001,123,124,3.0938,1.449,46.894,192.8,1.66,4.54
DDH-0001,124,125,2.7783,1.446,81.637,250.52,0.94,4.403
DDH-0001,125,126,2.8008,0.978,32.522,154.27,0.982,4.258
DDH-0001,126,127,2.1228,0.622,136.267,211.9,3.456,4.475
DDH-0001,127,128,3.0977,,92.696,212.09,3.83,4.063
DDH-0001,128,129,2.3283,0.702,93.638,250.48,4.569,4.157
DDH-0001,129,130,2.8701,0.83,68.128,212.05,2.302,4.191
DDH-0001,130,131,2.5873,0.425,42.645,211.83,1.671,4.391
DDH-0001,131,132.22,4.8586,0.702,31.636,385.5,1.111,4.177
DDH-0001,132.22,133.95,3.1866,,,173.33,1.773,4.511
DDH-0001,133.95,134.8,4.7858,0.828,29.258,154.11,0.346,4.319
DDH-0001,134.8,136.1,4.9237,0.561,37.76,134.89,0.652,4.522
DDH-0001,136.1,137,3.3729,0.836,43.575,154.01,2.414,4.357
DDH-0001,137,138.15,3.7249,1.119,35.229,134.78,2.306,4.228
DDH-0001,138.15,139,5.0694,1.105,31.471,134.92,0.604,4.209
DDH-0001,139,140,4.2839,1.452,,134.67,0.464,4.242
DDH-0001,140,140.65,4.0147,0.426,27.748,134.97,0.438,4.357
DDH-0001,140.65,141.25,4.4337,0.987,38.648,192.86,0.6,4.387
DDH-0001,141.25,142,3.7483,1.442,43.384,308.04,0.564,4.186
DDH-0001,142,143,3.6063,1.115,52.054,327.05,1.111,4.288
DDH-0001,143,144.15,3.6904,1.108,56.679,230.95,1.863,4.296
DDH-0001,144.15,145.54,4.9441,1.701,92.382,385.72,1.864,4.291
DDH-0001,145.54,146,3.027,1.461,57.169,307.88,1.445,4.484
DDH-0001,146,146.9,2.9928,1.926,106.369,385.28,0.902,4.34
DDH-0001,146.9,147.3,4.1421,,,192.54,0.647,4.179
DDH-0001,147.3,148,1.9516,2.43,59.04,269.72,1.042,4.106
DDH-0001,148,149,2.2014,1.702,15.657,154.22,0.615,4.351
DDH-0001,149,150,2.9713,0.278,9.752,96.25,0.449,3.951
DDH-0001,150,151.19,0.5586,1.824,20.413,154.26,0.371,4.132
DDH-0001,151.19,151.95,0.3513,,10.961,134.82,1.783,3.807
DDH-0001,151.95,153,0.624,,0,57.73,0.145,4.427
DDH-0001,153,154,0.5105,,0,115.66,0.287,4.412
DDH-0001,154,155,1.2171,,0,57.76,0.056,3.942
DDH-0001,155,155.55,,,0,38.54,0.021,4.042
DDH-0002,183.68,183.93,0.0235,0.012,0,38.47,0.146,3.449
DDH-0002,183.93,184.31,4.2471,4.259,183.892,1774.1,1.477,3.755
DDH-0002,184.31,184.99,2.9607,3.751,157.259,6445.13,5.759,4.232
DDH-0002,184.99,185.35,6.4259,3.647,212.81,1714.93,4.608,4.39
DDH-0002,185.35,186.13,1.9749,2.542,82.821,1098.47,1.112,4.559
DDH-0002,186.13,186.78,1.7737,3.4,142.118,790.51,1.057,4.837
DDH-0002,186.78,187.43,1.796,4.489,127.075,673.64,1.117,4.489
DDH-0002,187.43,187.93,1.4415,2.052,191.426,2332.6,7.111,4.277
DDH-0002,187.93,188.93,1.6788,4.834,173.084,2425.89,5.844,4.433
DDH-0002,188.93,189.78,1.411,1.924,103.281,905.46,3.948,4.449
DDH-0002,189.78,190.48,1.8029,3.865,115.972,674.57,5.842,4.19
DDH-0002,190.48,190.95,2.1028,4.721,135.336,1020.73,6.851,4.125
DDH-0002,190.95,191.6,1.695,3.128,121.081,2020.3,6.266,4.13
DDH-0002,191.6,191.95,3.2676,3.003,116.811,1596.63,6.039,4.331
DDH-0002,191.95,192.89,2.2472,2.651,120.341,1636.98,5.406,4.464
DDH-0002,192.89,193.14,1.8142,1.58,93.704,962.73,3.908,4.474
DDH-0002,193.14,193.62,2.6571,5.235,116.849,2214.99,4.21,4.767
DDH-0002,193.62,194.12,0.7545,4.013,234.842,4126.15,5.927,
DDH-0002,194.12,194.34,0.7392,4.006,527.477,4906.78,6.698,4.383
DDH-0002,194.34,194.89,1.1112,7.329,416.967,2097.2,1.524,4.524
DDH-0002,194.89,195.54,1.248,6.137,297.215,,3.388,4.722
DDH-0002,195.54,195.88,1.0031,7.588,368.713,10221.53,4.031,4.733
DDH-0002,195.88,196.62,0.9973,10.89,321.841,9683.16,4.338,4.338
DDH-0002,196.62,197.22,0.8053,11.007,547.341,11311.06,10.127,4.129
DDH-0002,197.22,197.71,0.299,5.591,294.765,5755.94,5.074,4.436
DDH-0002,197.71,198.71,0.1876,7.039,199.068,6031.89,4.515,4.131
DDH-0002,198.71,199.18,0.438,2.183,222.442,6335.14,7.166,4.123
DDH-0002,199.18,199.77,1.5274,10.543,72.343,2138.71,1.269,3.898
DDH-0002,199.77,200.77,1.1218,2.676,7.212,423.4,2.297,4.424
DDH-0002,200.77,201.77,1.1569,3.045,39.946,481.29,2.033,
DDH-0002,201.77,202.77,0.8667,3.138,61.474,4701.25,9.511,3.732
DDH-0002,202.77,203.44,0.9767,4.462,44.797,327.15,12.989,3.785
DDH-0002,203.44,204.42,0.8274,3.51,18.295,269.37,9.155,3.996
DDH-0002,204.42,205.42,1.0473,1.948,36.215,192.65,11.354,3.759
DDH-0002,205.42,205.92,1.1705,,16.911,288.65,13.634,3.785
DDH-0002,205.92,206.42,1.426,3.003,,134.96,13.954,3.751
DDH-0002,206.42,206.92,1.2933,0.7,46.077,712.77,11.191,3.685
DDH-0002,206.92,207.42,2.0409,0.976,,212.11,5.016,3.971
DDH-0002,207.42,207.82,2.5279,1.217,16.936,77.07,7.158,3.769
DDH-0002,207.82,208.44,2.5474,0.839,13.277,38.5,4.452,4.073
DDH-0002,208.44,208.94,2.8074,1.451,19.374,77.11,2.944,3.86
DDH-0002,208.94,209.94,2.3361,1.702,24.125,77.09,3.434,
DDH-0002,209.94,210.94,2.4677,0.985,31.519,57.84,4.953,4.175
DDH-0002,210.94,211.94,2.9478,1.443,28.99,77.05,4.447,4.31
DDH-0002,211.94,212.94,2.0712,0.703,25.586,173.54,1.862,3.713
DDH-0002,212.94,213.94,1.96,0.422,15.674,154.26,2.613,4.242
DDH-0002,213.94,214.94,2.055,0.833,20.719,153.89,2.881,
DDH-0002,214.94,215.9,1.9037,1.118,21.937,154.21,2.919,4.245
DDH-0002,215.9,216.44,1.6609,0.705,20.515,153.96,1.347,4.753
DDH-0002,216.44,216.84,2.0525,0.422,16.943,173.23,1.128,4.287
DDH-0002,216.84,217.26,2.4164,0.556,21.655,231.31,0.836,3.979
DDH-0002,217.26,217.82,2.6773,1.205,26.464,134.97,1.717,4.259
DDH-0002,217.82,218.3,2.0428,,33.951,231.11,1.929,4.445
DDH-0002,218.3,218.72,2.2899,1.073,21.717,173.56,,4.416
DDH-0002,218.72,219.72,,1.122,26.502,173.45,0.7,4.58
DDH-0002,219.72,220.72,2.0582,1.216,24.071,211.76,0.854,4.514
DDH-0002,220.72,221.3,3.1639,0.561,25.441,173.19,0.54,4.279
DDH-0002,221.3,221.9,4.1318,0.697,28.802,173.23,1.234,4.213
DDH-0002,221.9,222.9,2.4097,1.111,29.047,192.72,2.025,4.306
DDH-0002,222.9,223.29,1.8267,0.703,20.666,134.78,1.017,4.445
DDH-0002,223.29,224,2.9194,0.555,23.029,173.35,,4.63
DDH-0002,224,224.5,3.8167,0.278,33.888,211.73,0.566,4.403
DDH-0002,224.5,225,3.8705,0.705,19.481,153.91,0.623,4.468
DDH-0002,225,225.5,4.2635,,23.039,134.77,0.922,4.843
DDH-0002,225.5,225.81,5.1289,0.554,26.728,154.28,1.53,4.283
DDH-0002,225.81,226.31,5.0274,0.84,30.337,115.67,1.287,4.022
DDH-0002,226.31,226.96,3.6561,0.833,72.895,,0.635,4.378
DDH-0002,226.96,227.9,4.4193,0.707,29.022,134.84,0.666,4.304
DDH-0002,227.9,228.59,6.3085,0.555,21.746,173.3,0.759,4.255
DDH-0002,228.59,229.09,5.5944,0.703,45.709,154.09,0.831,4.219
DDH-0002,229.09,229.59,6.4596,0.425,20.474,154.13,0.495,4.451
DDH-0002,229.59,230.59,7.3218,0.276,14.519,231.36,0.649,4.207
DDH-0002,230.59,231.32,8.6176,0.426,24.247,231.09,0.745,4.344
DDH-0002,231.32,232.24,2.9532,0.829,12.049,250.24,0.378,4.35
DDH-0002,232.24,233,5.3607,0.83,4.815,423.44,0.666,4.489
DDH-0002,233,234,4.2298,0.024,1.2,288.91,0.681,4.519
DDH-0002,234,235,7.0491,0.839,18.26,250.63,1.062,
DDH-0002,235,236,8.0373,0.168,7.208,134.98,0.617,4.849
DDH-0002,236,239.73,4.7763,0.207,2.419,173.57,0.503,4.397
DDH-0002,239.73,240.1,2.2842,1.561,6.098,134.86,0.157,4.751
DDH-0002,240.1,240.77,4.7661,0.552,,173.42,0.48,4.548
DDH-0002,240.77,241.27,5.9065,0.426,8.467,134.86,0.97,4.509
DDH-0002,241.27,241.62,3.0747,0.42,7.29,134.9,0.521,4.577
DDH-0002,241.62,242.59,3.7691,0.28,8.483,192.58,0.567,4.104
DDH-0003,214.32,214.72,2.2676,2.547,98.954,674.9,1.67,4.373
DDH-0003,214.72,215.9,4.286,1.808,113.039,250.13,3.171,4.338
DDH-0003,215.9,216.95,4.6304,1.213,117.971,134.85,3.197,4.271
DDH-0003,216.95,217.39,,1.443,135.938,154.14,4.114,4.353
DDH-0003,217.39,217.96,3.3943,1.22,105.72,173.15,5.603,4.341
DDH-0003,217.96,219.37,3.839,0.975,72.075,153.97,4.688,4.163
DDH-0003,219.37,220.1,3.897,1.685,53.007,115.48,4.74,4.176
DDH-0003,220.1,220.65,3.5099,1.707,39.874,115.69,2.742,4.384
DDH-0003,220.65,221.44,3.1403,1.584,54.253,134.89,3.936,4.377
DDH-0003,221.44,222.74,2.8405,1.456,55.577,173.5,4.952,4.117
DDH-0003,222.74,223.86,2.6571,1.586,54.758,154.28,6.487,4.205
DDH-0003,223.86,224.55,,1.452,84.855,173.51,9.3,4.002
DDH-0003,224.55,225.56,2.9667,,67.818,154.1,9.201,4.316
DDH-0003,225.56,225.77,2.5339,1.463,69.505,173.32,9.34,4.081
DDH-0003,225.77,226.27,2.376,1.58,49.947,153.9,9.017,3.898
DDH-0003,226.27,226.61,2.2673,,62.115,154.01,9.827,
DDH-0003,226.61,227,3.269,,40.203,153.91,3.873,4.414
DDH-0003,227,228.2,2.5089,1.688,40.255,154.17,5.768,4.099
DDH-0003,228.2,229,2.5143,1.69,38.738,154.08,5.522,4.079
DDH-0003,229,230.19,2.4369,0.838,23.069,115.71,2.566,4.588
DDH-0003,230.19,231.35,2.3396,0.835,30.353,115.67,5.206,4.319
DDH-0003,231.35,231.9,2.3193,,19.5,115.65,3.192,4.575
DDH-0003,231.9,232.3,2.9531,0.422,,115.69,2.128,3.381
DDH-0003,232.3,233.34,4.4418,1.2,24.159,115.71,0.964,4.402
DDH-0003,233.34,234.54,,0.834,7.251,192.54,0.705,4.456
DDH-0003,234.54,235.3,5.3525,0.973,40.863,654.95,1.171,4.361
DDH-0003,235.3,236.45,4.7572,0.553,59.703,847.06,1.899,4.335
DDH-0003,236.45,237.05,5.23,0.707,68.246,1558.86,1.837,4.454
DDH-0003,237.05,238.11,4.3648,1.107,89.156,983.53,1.93,4.578
DDH-0003,238.11,238.6,6.7915,1.108,96.378,635.36,1.772,4.49
DDH-0003,238.6,239.52,4.2053,0.988,98.461,2350.35,3.629,4.442
DDH-0003,239.52,240.47,3.2807,,,846.93,1.393,4.333
DDH-0003,240.47,241.45,4.0054,0.986,57.67,385.38,2.214,4.486
DDH-0003,241.45,242.3,3.7665,0.983,38.524,173.3,2.35,4.599
DDH-0003,242.3,243.04,3.4003,0.697,44.467,,2.807,4.246
DDH-0003,243.04,244,3.5718,0.83,53.029,827.88,2.335,4.443
DDH-0003,244,245,2.9946,1.123,,308.38,1.848,4.341
DDH-0003,245,246,2.372,0.83,29.228,558.3,2.494,
DDH-0003,246,246.8,4.0249,,42.066,96.37,1.252,
DDH-0003,246.8,247.2,3.1707,,32.766,57.85,,4.376
DDH-0003,247.2,248,3.4423,,24.365,57.83,0.895,4.406
DDH-0003,248,249,4.9057,,42.204,96.42,0.607,4.408
DDH-0003,249,249.88,2.8662,,42.464,154.05,1.398,4.575
DDH-0003,249.88,250.39,2.4581,,54.85,1694.77,3.276,4.576
DDH-0003,250.39,251.24,7.2332,,36.347,269.51,0.989,4.482
DDH-0003,251.24,251.68,3.0495,,16.836,,0.735,4.571
DDH-0003,251.68,252.52,6.7427,,30.137,327.17,1.247,4.458
DDH-0003,252.52,253.07,4.063,,12.181,77.09,0.293,4.279
DDH-0003,253.07,253.8,9.2408,,28.863,288.57,0.529,4.401
DDH-0003,253.8,254.7,7.8054,,14.581,212.15,0.75,4.473
DDH-0003,254.7,255.52,3.6617,,,423.3,0.651,4.524
DDH-0003,255.52,256.82,3.5482,,0,,0.569,4.284
DDH-0003,256.82,258,7.271,,16.853,752.06,0.603,4.413
DDH-0003,258,258.84,9.0027,,34.958,423.96,0.803,4.64
DDH-0003,258.84,259.93,1.6605,,0,192.64,0.246,4.384
DDH-0003,259.93,261,0.6909,,0,230.84,0.325,3.516
DDH-0003,261,262.2,0.8008,,0,76.95,,4.076
DDH-0003,262.2,263.46,0.7999,,0,77.04,0.135,4.105
DDH-0003,263.46,264.15,1.7727,,0,57.83,0.188,3.857
DDH-0003,264.15,265,3.1082,,0,57.83,0.253,4.2
DDH-0003,265,266,,,,,,4.784
DDH-0003,266,267,3.1279,,0,57.79,0.232,4.143
DDH-0003,267,267.56,2.2327,,0,57.72,0.094,4.102
DDH-0003,267.56,268.6,0.8729,,0,57.83,0.09,4.189
DDH-0003,268.6,269.62,1.3007,,0,57.75,0.026,3.993
DDH-0003,269.62,270.3,0.9436,,0,57.82,0.009,4.651
DDH-0003,270.3,271.3,0.4942,,0,57.83,0.009,4.408
DDH-0003,271.3,272.71,0.1949,,0,57.84,,4.34
DDH-0003,272.71,273.68,1.285,,0,57.84,0.013,4.06
DDH-0003,273.68,275,6.0103,,0,57.74,0.017,4.837
DDH-0003,275,276.45,4.1316,,0,57.83,0.017,4.901
DDH-0003,276.45,277.25,2.3605,,0,38.57,0.017,4.998
DDH-0003,277.25,278.13,0.339,,,38.57,0.061,4.347
DDH-0003,278.13,278.63,3.3386,,0,38.56,,4.442
DDH-0003,278.63,279.08,1.0353,,0,38.5,0.022,
DDH-0003,279.08,280.18,1.3959,,,38.47,0.039,4.599
DDH-0003,280.18,280.39,2.3588,,0,38.5,0.013,3.499
DDH-0003,280.39,282,1.0383,,0,38.55,0.047,4.007
DDH-0003,282,282.52,1.8337,,0,38.49,0.034,3.294
DDH-0003,282.52,283.6,1.2793,,0,38.5,0.013,4.562
DDH-0003,283.6,284.3,0.8833,,0,38.47,0.013,3.435
DDH-0003,284.3,284.95,1.8172,,0,19.28,0.017,2.917
DDH-0003,284.95,285.92,1.9522,,0,19.28,0.03,2.944
DDH-0003,285.92,286.92,0.9947,,0,38.57,0.013,4.368
DDH-0003,286.92,287.8,0.9614,,,,0.009,3.739
DDH-0003,287.8,288.72,3.2431,,0,19.27,0.07,3.405
DDH-0003,288.72,290,0.986,,0,19.27,0.035,2.816
DDH-0003,290,291,2.0841,,0,38.47,0.035,4.091
DDH-0003,291,292,2.6101,,0,38.57,0.051,4.174
DDH-0003,292,293.41,2.9854,,0,19.24,0.039,3.828
DDH-0003,293.41,294,2.2907,,0,38.52,0.035,4.218
DDH-0003,294,295.34,1.9062,,0,19.25,0.048,4.787
DDH-0003,295.34,296.51,1.9965,,0,19.27,0.039,3.922
DDH-0003,296.51,298.43,3.1006,,0,19.26,0.06,3.358
DDH-0003,298.43,299.43,2.4639,,0,19.28,0.038,3.006
DDH-0003,299.43,301.33,0.792,,0,19.27,0.043,2.886
DDH-0003,301.33,302.08,1.8957,,0,19.27,0.065,3.653
DDH-0004,87.23,87.88,0.756,0.497,30.489,192.47,0.127,
DDH-0004,87.88,88.3,3.6914,2.927,207.726,1097.1,2.765,4.301
DDH-0004,88.3,89.67,3.7566,2.409,191.263,,4.731,4.291
DDH-0004,89.67,90.45,5.7233,3.021,186.053,1020.73,2.137,4.46
DDH-0004,90.45,91,6.5203,2.906,232.488,1116.27,3.482,4.35
DDH-0004,91,92.13,,3.644,192.32,,1.7,4.552
DDH-0004,92.13,93,1.7906,2.659,228.671,,5.452,4.524
DDH-0004,93,94,2.3273,1.584,179.861,1926.76,5.494,4.237
DDH-0004,94,95,2.8954,1.458,151.224,943.46,,4.065
DDH-0004,95,95.85,1.4606,1.217,164.212,1155.37,3.196,
DDH-0004,95.85,97.04,2.3642,2.411,167.713,1272.34,2.499,4.186
DDH-0004,97.04,98,0.8394,,85.297,616.24,0.335,4.519
DDH-0004,98,99,1.456,0,120.171,1790.06,1.131,4.51
DDH-0004,99,100,1.2987,2.544,,1156.41,2.181,4.223
DDH-0004,100,101,0.6031,2.673,152.212,3021.03,,4.457
DDH-0004,101,102,0.8136,1.119,57.234,3405.48,4.315,4.384
DDH-0004,102,103.12,0.8253,0.839,20.435,3424.38,5.158,4.627
DDH-0004,103.12,104,0.5384,0.704,18.151,2101.09,2.795,4.662
DDH-0004,104,105,0.4933,0.553,13.353,2270.53,3.923,4.636
DDH-0004,105,106,0.3747,1.111,14.535,1927.77,3.017,4.503
DDH-0004,106,107,0.3911,0.987,10.902,1924.41,4.157,4.453
DDH-0004,107,107.7,,0.703,9.619,1735.32,4.034,4.573
DDH-0004,107.7,109,0.2838,0.828,12.09,1923.82,4.794,4.512
DDH-0004,109,110,0.43,0.555,22.851,1733.81,5.095,4.43
DDH-0004,110,111,0.3773,0.706,13.267,1272.7,4.207,4.589
DDH-0004,111,112,0.3832,0,1.207,963.08,2.099,4.368
DDH-0004,112,113,0.644,0.838,37.706,1927.13,2.463,4.379
DDH-0004,113,114,0.6215,0.558,41.125,1156.97,2.635,4.435
DDH-0004,114,115,0.3368,0.423,32.47,771.34,2.269,4.362
DDH-0004,115,116,0.2658,0.553,41.308,771.43,2.645,4.155
DDH-0004,116,117,0.3938,0.698,32.418,462.45,1.895,4.516
DDH-0004,117,118,0.3628,0.552,2.401,,2.553,4.224
DDH-0004,118,119,0.2968,0.699,8.477,866.93,3.259,4.226
DDH-0004,119,120,0.4165,0.561,14.461,1925.09,5.965,4.159
DDH-0004,120,121,0.4678,0.597,0,480.96,1.411,4.614
DDH-0004,121,122,0.4681,0.697,6.055,385.24,1.197,4.547
DDH-0004,122,123,0.5898,0.592,0,384.74,1.534,4.496
DDH-0004,123,124,0.8558,,0,520.22,2.578,4.479
DDH-0004,124,125,0.4326,1.705,3.649,732.79,2.53,4.512
DDH-0004,125,126,0.5391,0.593,0,769.99,2.604,4.485
DDH-0004,126,127,0.9824,1.104,20.61,443.13,1.577,4.635
DDH-0004,127,128,1.1261,0.982,24.334,442.97,1.882,4.506
DDH-0004,128,129,0.281,1.209,22.805,769.63,2.114,4.304
DDH-0004,129,130.24,0.3838,0.981,23.018,520.04,1.663,4.429
DDH-0004,130.24,131,0.2425,1.462,29.068,0,2.289,4.279
DDH-0004,131,132,0.2968,1.446,84.461,0,2.068,4.314
DDH-0004,132,133,0.6652,1.447,16.997,0,2.341,4.237
DDH-0004,133,133.58,0.5176,,30.16,0,2.173,4.429
DDH-0004,133.58,134.4,0.7873,1.923,31.444,962.67,4.774,4.166
DDH-0004,134.4,135.17,0.9484,2.068,30.002,481.02,3.685,3.941
DDH-0004,135.17,136,1.9328,4.356,92.53,923.83,4.945,4.205
DDH-0004,136,137,1.1073,3.653,142.957,0,2.366,4.066
DDH-0004,137,138,1.021,2.679,140.644,1097.48,4.791,4.045
DDH-0004,138,138.7,1.929,1.462,68.417,1734.55,6.176,4.174
DDH-0004,138.7,139.8,1.5597,0.702,,289.26,2.738,4.068
DDH-0004,139.8,140.4,0.8735,1.109,45.699,384.78,9.984,3.78
DDH-0004,140.4,141.35,0.2597,,0,115.44,1.195,4.393
DDH-0004,141.35,142.5,0.3429,,12.023,154.26,2.135,4.136
DDH-0004,142.5,143.95,1.2797,0,0,,,4.135
DDH-0004,143.95,145,1.7172,0.976,0,115.44,1.48,4.512
DDH-0004,145,146,0.8866,0.699,1.208,192.76,2.34,4.235
DDH-0004,146,147,,0.982,3.634,192.62,2.13,4.541
DDH-0004,147,148,0.9684,,0,115.71,0.727,4.356
DDH-0004,148,149,1.8623,,0,154.25,0.589,4.432
DDH-0004,149,150,2.1167,,0,154.05,0.459,4.586
DDH-0004,150,151,,,0,153.99,1.003,4.521
DDH-0004,151,151.6,6.634,,0,153.89,1.192,4.304
DDH-0004,151.6,152.4,2.3115,,0,154.09,0.516,4.609
DDH-0004,152.4,153.34,2.3363,,0,153.98,1.028,4.44
DDH-0004,153.34,154.43,2.123,,0,154.13,1.315,4.429
DDH-0004,154.43,155.4,4.1623,,0,77.03,0.514,4.533
DDH-0005,59.55,60.13,0.0468,,0,19.28,0.044,3.205
DDH-0005,60.13,61.64,4.6421,0.751,68.309,173.42,0.631,4.451
DDH-0005,61.64,62.75,4.6019,0.216,84.681,481.35,1.907,4.634
DDH-0005,62.75,63.35,4.4716,1.212,79.581,577.75,3.954,4.468
DDH-0005,63.35,64.2,4.3226,,58.893,597.31,6.065,4.228
DDH-0005,64.2,64.9,,,38.81,250.67,4.429,4.506
DDH-0005,64.9,66,4.5723,0.725,38.834,423.75,4.221,4.456
DDH-0005,66,67,4.6195,0.999,37.422,404.91,5.112,4.603
DDH-0005,67,68,4.6863,0.499,37.264,173.37,3.455,4.522
DDH-0005,68,69,5.2477,0.462,33.967,134.73,2.777,4.466
DDH-0005,69,70,5.8315,0.655,42.299,519.43,2.629,
DDH-0005,70,71,4.5373,0.472,38.678,731.55,2.23,4.509
DDH-0005,71,72,3.6229,0.603,47.243,693.27,1.239,4.453
DDH-0005,72,73,2.3298,0.341,16.813,905.79,2.201,4.346
DDH-0005,73,74,3.8864,0.402,,289.27,1.955,4.329
DDH-0005,74,75,4.5461,0.529,26.564,250.36,2.145,4.52
DDH-0005,75,76,5.0203,0.326,18.202,250.12,1.984,4.436
DDH-0005,76,77.45,4.2904,0.365,20.46,269.57,1.878,4.538
DDH-0005,77.45,78,3.9384,0.507,16.813,173.22,1.549,4.44
DDH-0005,78,79,2.3471,0.496,18.238,192.71,1.015,4.152
DDH-0005,79,80,2.4638,0.667,14.486,96.34,0.969,3.973
DDH-0005,80,81,2.7688,0.834,14.548,77.14,0.901,4.116
DDH-0005,81,82,3.7044,0.458,7.201,77.13,0.858,4.113
DDH-0005,82,83,4.3481,0.305,4.861,96.24,0.616,4.374
DDH-0005,83,84,,0.401,34.04,77.13,1.672,4.049
DDH-0005,84,85,3.9163,0.218,20.685,134.77,0.843,4.209
DDH-0005,85,89,3.2103,0.41,15.856,57.73,0.384,4.445
DDH-0005,89,90,2.9277,0.219,9.661,96.26,0.965,4.148
DDH-0005,90,91,3.1252,0.061,4.861,76.95,0.812,4.195
DDH-0005,91,92,1.5528,0.765,16.983,57.73,0.444,
DDH-0005,92,93,2.4353,0.461,6.044,76.98,1.229,4.356
DDH-0005,93,94,3.2974,0.036,1.214,77.05,0.353,4.848
DDH-0005,94,95,1.8063,,12.111,57.82,0.735,4.443
DDH-0005,95,96,0.9901,0.229,4.878,77.06,0.494,4.375
DDH-0005,96,97,1.448,0.384,4.872,57.72,0.672,4.44
DDH-0005,97,98,1.7585,0.204,2.403,57.72,0.29,4.677
DDH-0005,98,99,3.7898,0.192,3.653,57.78,0.904,4.553
DDH-0005,99,100,1.7101,0.519,4.842,38.52,0.214,4.682
DDH-0005,100,101,3.8796,0.34,12.179,38.57,,4.323
DDH-0005,101,102,4.7908,0.386,15.847,77.03,0.751,4.526
DDH-0005,102,103,5.1775,0.434,,77.08,0.612,4.941
