DHID,FROM,TO,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY
DDH-0023,101.94,102.65,1.477,2.926,20.46,135,10.534,4.052
DDH-0023,102.65,103,1.9247,2.778,6.002,,7.766,4.166
DDH-0023,103,103.45,2.6931,2.785,48.689,134.91,,4.033
DDH-0023,103.45,104,3.0054,1.816,69.372,134.77,8.57,4.15
DDH-0023,104,104.31,1.7133,2.88,15.659,154.21,12.788,3.898
DDH-0023,104.31,105.81,2.8092,2.055,78.157,153.99,8.169,4.077
DDH-0023,105.81,107.31,2.7925,3.497,31.495,192.62,9.745,4.131
DDH-0023,107.31,108,4.983,1.207,51.025,96.24,2.416,4.415
DDH-0023,108,109,4.4017,2.066,31.637,96.21,3.982,4.104
DDH-0023,109,109.75,5.0659,2.188,36.477,115.56,3.544,4.212
DDH-0023,109.75,110.68,5.6803,2.168,37.292,134.77,5.334,3.98
DDH-0023,110.68,111.1,5.3789,1.682,63.134,96.43,7.699,4.154
DDH-0023,111.1,112.11,5.3298,3.165,49.538,134.71,4.85,4.109
DDH-0023,112.11,113,5.0588,2.051,26.402,154.12,6.839,4.121
DDH-0023,113,113.65,4.5112,2.676,44.614,153.96,7.335,4.068
DDH-0023,113.65,114.23,3.6082,2.415,48.209,153.98,9.302,4.168
DDH-0023,114.23,114.87,5.6218,2.776,13.296,96.36,3.291,4.338
DDH-0023,114.87,115.28,2.7292,2.788,44.999,96.19,7.931,4.391
DDH-0023,115.28,115.85,5.0214,1.201,32.919,57.79,0.807,4.351
DDH-0023,115.85,116.9,6.5964,0.986,30.485,134.79,5.413,4.214
DDH-0023,116.9,118,6.8032,0.427,4.88,77.02,1.761,4.511
DDH-0023,118,119,5.5313,0,2.432,76.98,1.683,4.518
DDH-0023,119,120,5.9382,0,2.426,57.78,1.085,3.707
DDH-0023,120,121,5.6628,0.975,20.62,57.8,,
DDH-0023,121,122,5.3243,0.681,15.722,57.8,0.37,4.152
DDH-0023,122,123,6.3912,0.427,14.443,57.74,0.42,4.375
DDH-0023,123,124,7.8471,0.279,10.848,57.79,0.431,4.201
DDH-0023,124,125,8.7618,0.146,13.308,38.55,,4.304
DDH-0023,125,125.5,6.9612,0.279,10.872,38.5,0.258,4.496
DDH-0023,125.5,126.21,,0,2.424,38.55,0.257,4.38
DDH-0023,126.21,127.27,3.8025,0.385,1.204,38.5,0.218,4.629
DDH-0023,127.27,129,0.0312,0,0,0,0.009,2.79
DDH-0023,129,131,0.0157,0,0,0,0.009,2.848
DDH-0023,131,133,0.0078,0,0,0,0.009,2.921
DDH-0023,133,134.05,2.9979,0.561,21.93,57.72,0.999,4.477
DDH-0023,134.05,135,3.5092,0.699,14.407,57.79,0.684,4.241
DDH-0023,135,136,4.4414,0.705,8.529,57.8,0.235,4.257
DDH-0023,136,137.31,3.5912,0.702,14.549,38.57,0.657,4.428
DDH-0023,137.31,138.81,0.9568,0.42,7.205,57.74,1.846,4.377
DDH-0023,138.81,140.31,0.1099,0.558,6.084,57.73,,3.899
DDH-0023,140.31,141.14,0.0861,0,0,57.75,0.403,4.014
DDH-0023,141.14,142.4,0.2583,0.425,4.867,,0.239,4.345
DDH-0023,142.4,142.58,0.0866,0.012,1.213,231.21,0.7,
DDH-0023,142.58,143.5,0.2581,0.556,17.07,,3.166,2.846
DDH-0023,143.5,145,0.0078,,0,19.27,0.088,3.2
DDH-0023,145,147,0.0079,,0,19.24,0.03,3.152
DDH-0023,147,149,0.0079,,0,19.28,0.242,3.335
DDH-0023,149,150.41,0.0236,,0,19.27,0.299,2.982
DDH-0024,206.48,208.1,0.1956,,,77.01,0.017,2.82
DDH-0024,208.1,209,0.4098,,0,482.04,0.063,2.816
DDH-0024,209,209.8,0.1482,,0,250.22,0.046,2.843
DDH-0024,209.8,210.5,0.4145,,0,654.47,0.246,2.963
DDH-0024,210.5,211,0.481,2.419,54.425,1310.46,0.666,2.998
DDH-0024,211,211.8,1.5381,,135.7,1965.67,3.297,3.184
DDH-0024,211.8,212.55,,0.289,14.616,713.09,0.483,3.038
DDH-0024,212.55,213,7.5901,2.298,176.438,942.83,3.399,3.957
DDH-0024,213,213.4,3.9531,0.896,47.321,404.72,0.928,3.913
DDH-0024,213.4,214,0.5468,0.779,14.415,327.3,0.266,2.951
DDH-0024,214,214.84,4.0174,2.054,91.228,1923.96,2.108,3.609
DDH-0024,214.84,215.82,2.8165,1.322,190.073,3579.72,2.165,3.671
DDH-0024,215.82,216.57,7.6474,0.53,1.217,250.48,0.267,4.031
DDH-0024,216.57,217.46,2.0441,0.195,0,346.94,0.189,3.166
DDH-0025,250.24,250.82,0.0235,,0,0,0.022,2.234
DDH-0025,250.82,251.42,2.0576,2.663,80.476,1328.95,8.111,4.131
DDH-0025,251.42,252.2,3.1677,2.561,82.939,,4.825,4.635
DDH-0025,252.2,253,3.0365,1.941,59.549,847.45,2.508,4.502
DDH-0025,253,254,4.1096,1.682,72.879,57.82,,4.214
DDH-0025,254,255,3.6738,1.13,35.206,192.48,1.73,
DDH-0025,255,256,3.3174,1.567,31.624,288.59,3.998,4.227
DDH-0025,256,257,5.4075,1.106,32.756,154.07,3.125,4.409
DDH-0025,257,258,,1.206,37.2,250.51,3.801,4.433
DDH-0025,258,258.85,3.8507,0.904,32.879,192.7,4.793,4.215
DDH-0025,258.85,259.3,3.5733,0.9,17.067,154.17,1.809,4.859
DDH-0025,259.3,260,2.8929,1.218,41.252,192.64,4.207,4.631
DDH-0025,260,261,2.8552,1.203,39.814,192.64,5.435,4.498
DDH-0025,261,262.2,4.7324,0.752,,384.96,2.357,4.531
DDH-0025,262.2,263,4.3651,,65.356,1443.26,3.944,4.555
DDH-0025,263,264,4.4167,1.342,82.303,867.33,4.515,3.976
DDH-0025,264,265,4.4869,1.705,102.669,192.66,4.1,
DDH-0025,265,266,4.0643,1.683,100.404,211.68,5.877,4.271
DDH-0025,266,267,3.4371,1.683,64.092,134.78,3.94,4.583
DDH-0025,267,268,5.1675,1.325,71.652,134.72,4.764,4.696
DDH-0025,268,269,2.8541,1.209,74.702,231.09,5.48,4.493
DDH-0025,269,270,1.908,,24.263,115.65,4.989,4.243
DDH-0025,270,271,1.2973,,8.448,173.2,3.189,4.084
DDH-0025,271,272,3.2141,1.326,81.647,231.08,6.826,4.466
DDH-0025,272,273,3.9341,1.565,104.896,288.62,6.226,4.366
DDH-0025,273,273.9,3.4495,1.097,80.256,771.1,5.62,4.511
DDH-0025,273.9,275.5,1.7765,0.519,54.345,2888.3,4.298,4.066
DDH-0025,275.5,277,1.5856,0.061,31.593,1077.76,1.784,4.208
DDH-0025,277,278.04,1.1896,0.085,30.477,211.88,1.298,4.138
DDH-0025,278.04,279,6.1668,0.876,94.262,769.95,8.937,4.436
DDH-0025,279,280,2.6553,0.243,,1099.1,2.13,4.151
DDH-0025,280,281.81,2.0095,0.181,2.432,347,0.584,4.097
DDH-0025,281.81,284,0.0157,,,0,0.013,2.898
DDH-0025,284,287,0.0157,,0,0,0.021,2.826
DDH-0025,287,289.47,0.0078,,,0,0.013,2.829
DDH-0025,289.47,292,,,0,250.19,0.564,
DDH-0025,292,293.7,2.7723,,0,77.04,0.26,4.25
DDH-0025,293.7,295.94,1.4573,,0,77.02,0.204,3.597
DDH-0025,295.94,299,1.6816,,0,57.77,0.3,3.301
DDH-0025,299,301,0.6736,,0,212.1,0.254,4.132
DDH-0025,301,303.75,,,0,38.55,,
DDH-0025,303.75,305.09,0.0236,,0,0,0.017,2.84
DDH-0025,305.09,305.48,0.2513,,0,19.26,0.15,3.017
DDH-0025,305.48,308.15,0.7193,,0,38.55,0.472,4.379
DDH-0025,308.15,309.4,0.3117,,0,38.48,0.078,3.093
DDH-0025,309.4,309.75,2.7336,,0,57.71,1.374,4.474
DDH-0025,309.75,310.75,0.4712,,0,19.25,0.25,2.919
DDH-0025,310.75,313.2,0.756,,0,19.25,0.07,3.14
DDH-0025,313.2,316,1.3009,,0,19.28,0.03,2.944
DDH-0025,316,318.5,2.0364,,0,57.76,0.017,4.062
DDH-0025,318.5,320.35,3.2158,,0,57.72,0.022,4.136
DDH-0025,320.35,321.15,1.5315,,0,38.47,0.013,4.027
DDH-0025,321.15,323.35,0.3466,,0,19.26,0.048,2.96
DDH-0025,323.35,323.85,1.8883,,0,57.85,0.031,4.194
DDH-0025,323.85,325.29,0.2051,,0,19.27,0.021,2.803
DDH-0025,325.29,325.85,0.039,,0,19.28,0.017,2.837
DDH-0025,325.85,329.19,1.2383,,0,19.24,0.029,3.717
DDH-0026,45.95,47,4.8791,2.222,74.819,925.25,2.757,4.425
DDH-0026,47,48,7.5335,1.708,133.689,1310.06,4.728,4.45
DDH-0026,48,49,10.495,0.925,111.126,385.37,3.851,4.361
DDH-0026,49,50,9.6979,0.879,66.721,211.89,2.649,4.62
DDH-0026,50,51,,0.731,42.689,173.49,2.126,4.528
DDH-0026,51,52,5.5943,0.457,21.777,230.87,1.195,4.622
DDH-0026,52,53,4.071,0.463,14.623,134.91,0.414,4.621
DDH-0026,53,54,2.7218,0.578,12.095,134.84,,4.599
DDH-0026,54,55,4.0973,0.601,12.04,134.97,,4.356
DDH-0026,55,56,6.7337,0.424,19.52,365.68,0.938,4.426
DDH-0026,56,57,4.9106,0.484,15.756,77.04,0.435,4.476
DDH-0026,57,58,3.6507,0.541,14.435,57.78,0.423,4.546
DDH-0026,58,59,4.1338,0.52,16.979,57.76,0.393,4.551
DDH-0026,59,60,3.4807,0.362,12.188,57.73,0.223,4.652
DDH-0026,60,61,3.3613,0.646,13.376,57.84,0.177,4.738
DDH-0026,61,62,3.7696,0.398,12.185,57.73,,4.705
DDH-0026,62,63,2.8157,0.424,8.414,57.85,0.22,
DDH-0026,63,64,2.0289,0.4,8.49,38.51,0.047,
DDH-0026,64,65,3.6147,0.364,12.053,57.79,,4.723
DDH-0026,65,66,3.734,0.304,16.811,77.08,0.3,4.636
DDH-0026,66,67,5.0987,0.097,13.381,57.78,0.047,4.594
DDH-0026,67,68,3.6536,0.364,9.651,57.71,0.1,4.512
DDH-0026,68,69,5.4929,0.402,12.018,57.74,0.223,4.545
DDH-0026,69,70,4.7915,0.483,,38.51,0.259,4.595
DDH-0026,70,71,3.8031,0.293,12.018,38.57,0.198,4.771
DDH-0026,71,72,4.6123,0.547,12.067,38.55,0.212,4.539
DDH-0026,72,73,4.2221,0.484,13.381,38.48,0.102,4.772
DDH-0026,73,74,4.7368,,14.538,38.57,0.187,4.713
DDH-0026,74,75,5.9481,0.486,14.522,38.56,0.366,4.558
DDH-0026,75,76,8.2368,0.524,19.206,77.12,,4.425
DDH-0026,76,77,7.9503,0.547,27.928,96.32,0.256,4.54
DDH-0026,77,78,6.57,0.703,29.153,,1.391,4.493
DDH-0026,78,79,1.6505,0.967,51.103,134.85,8.058,4.545
DDH-0026,79,80,2.8989,1.093,51.065,154.13,5.846,4.462
DDH-0026,80,81,1.1302,0.947,58.528,365.62,7.311,4.146
DDH-0026,81,82,2.0728,1.231,58.298,308.51,8.08,4.039
DDH-0026,82,83,1.2607,1.253,54.66,,8.051,4.373
DDH-0026,83,84,1.4868,1.312,57.924,1098.46,8.22,4.474
DDH-0026,84,85,1.1294,1.428,62.673,944.58,,
DDH-0026,85,86,1.7497,1.455,61.582,2178.57,8.724,4.438
DDH-0026,86,87,1.371,1.15,62.933,443.52,8.544,4.373
DDH-0026,87,88,1.9602,,60.094,1041.32,8.033,4.526
DDH-0026,88,89,,1.369,60.292,769.49,,3.761
DDH-0026,89,90,1.2166,1.329,,596.69,7.446,4.397
DDH-0026,90,91,0.8008,1.036,51.214,519.45,4.754,4.445
DDH-0026,91,92,,1.071,42.428,,5.426,4.484
DDH-0026,92,93,0.6885,1.538,38.849,577.77,7.434,4.381
DDH-0026,93,94,0.8465,1.52,38.662,539.65,7.946,4.473
DDH-0026,94,95,0.611,1.388,42.398,442.46,9.94,4.264
DDH-0026,95,96,0.5583,1.438,43.788,1945.72,7.504,4.488
DDH-0026,96,97,0.7224,1.053,35.088,886.52,5.3,4.576
DDH-0026,97,98,0.454,1.097,43.89,732.25,4.848,4.066
DDH-0026,98,99,0.4881,1.129,35.117,,4.257,4.53
DDH-0026,99,100,0.3613,0.724,25.403,366.21,3.422,4.49
DDH-0026,100,101,0.2821,0.581,17.074,500.42,2.496,4.466
DDH-0026,101,102,0.3849,1.065,36.504,558.67,4.275,4.032
DDH-0026,102,103,0.4166,1.012,38.671,520.43,4.891,4.182
DDH-0026,103,104.4,,1.189,48.443,520.36,3.482,4.105
DDH-0026,106.25,106.8,3.785,0.729,23.092,211.79,3.892,4.453
DDH-0026,106.8,107.95,1.3179,0,4.842,77.07,1.038,4.33
DDH-0026,107.95,109.05,2.196,0,3.63,38.54,0.311,4.677
DDH-0026,109.05,110,0.0702,0,0,19.25,0.039,3.59
DDH-0026,110,111,0.0078,0,3.601,38.48,0.114,4.347
DDH-0026,111,112,0.0392,0.183,3.613,38.51,0.241,4.666
DDH-0026,112,113,0.6131,0.219,4.824,38.54,1.066,4.52
DDH-0026,113,114,0.657,0.243,2.42,38.57,0.06,3.225
DDH-0026,114,115,0.7798,0.121,2.403,19.27,0.025,3.773
DDH-0026,115,116,0.2981,0,0,19.25,0.022,3.353
DDH-0026,116,117,0.8653,0.097,3.648,38.52,0.013,3.956
DDH-0026,117,118,0.4392,0,4.839,57.78,0.043,
DDH-0026,118,119,2.2656,0.339,10.824,38.53,0.095,4.006
DDH-0026,119,120,4.549,0.17,10.827,38.52,0.073,4.172
DDH-0026,120,121,2.8494,0.158,7.279,38.49,0.017,4.215
DDH-0026,121,121.85,0.5655,0.122,6.095,19.25,0.013,4.396
DDH-0026,121.85,123.2,1.5644,0.06,7.251,38.55,0.017,3.814
DDH-0026,123.2,124,0.55,0.303,2.412,38.53,0.009,4.213
DDH-0026,124,125,0.0394,0.301,3.618,19.25,0.008,4.307
DDH-0026,125,126,0.2026,0.279,3.654,19.27,0.009,3.393
DDH-0026,126,127,2.0361,0.303,4.837,,0.009,4.843
DDH-0026,127,128,0.7679,0.24,4.82,38.55,0.013,3.742
DDH-0026,128,129,0.7249,0.122,7.309,19.24,0.022,3.908
DDH-0026,129,130,0.2988,0,0,0,0.013,3.585
DDH-0026,130,131,1.8842,0.096,2.417,0,0.008,3.317
DDH-0026,131,132,4.78,0.158,7.214,0,0.004,3.363
DDH-0026,132,133,4.9429,0.278,9.693,0,0.004,3.704
DDH-0026,133,134,0.1174,0.157,2.419,19.28,0.017,2.96
DDH-0026,134,135,0.1016,0,1.207,19.26,0.013,3.022
DDH-0026,135,135.74,0.0235,,0,19.25,0.009,3.079
DDH-0026,135.74,136.36,0.0859,,0,19.26,0.068,3.155
DDH-0026,136.36,137.28,2.2934,,0,57.78,0.009,3.62
DDH-0026,137.28,138.28,0.5904,,,19.24,0.008,3.025
DDH-0026,138.28,139.67,0.1561,,0,19.27,0.009,3.073
DDH-0026,139.67,140.36,1.0155,,0,38.56,0.004,3.83
DDH-0026,140.36,141,0.3512,,0,19.25,0.004,3.776
DDH-0026,141,141.43,2.8062,,0,19.26,0.004,3.879
DDH-0026,141.43,142.3,3.7356,,0,19.28,0.004,3.348
DDH-0026,142.3,143.55,0.7936,,0,0,0.004,2.907
DDH-0026,143.55,144.18,1.8847,,0,38.52,0.004,3.36
DDH-0026,144.18,145,1.6936,,0,38.57,0.004,3.244
DDH-0026,145,146,0.1969,,0,19.25,0.009,3.136
DDH-0026,146,146.84,,,,19.24,0.004,3.505
DDH-0026,146.84,147.85,0.0313,,0,19.25,0.009,3.453
DDH-0026,147.85,148.4,0.0314,,0,19.24,0.004,
DDH-0026,148.4,149.24,0.0078,,,19.29,0.017,3.357
DDH-0026,149.24,150.14,0.0548,,0,19.27,0.009,3.372
DDH-0026,150.14,151.2,2.0705,,0,19.25,0.009,3.317
DDH-0026,151.2,152.2,,,0,19.27,0.009,3.544
DDH-0026,152.2,153.17,0.0392,,0,19.28,0.018,3.415
DDH-0026,153.17,154.1,0.0158,,0,19.26,0.018,3.201
DDH-0026,154.1,155.22,0.187,,0,19.26,0.021,4.322
DDH-0026,155.22,155.82,0.0314,,0,19.27,0.009,3.038
DDH-0026,155.82,156.43,0.5041,,0,19.25,0.009,3.32
DDH-0026,156.43,157.14,0.5739,,0,19.24,0.013,4.103
DDH-0026,157.14,157.9,1.5173,,0,19.26,0.021,3.804
DDH-0026,157.9,159.37,0.0078,,0,19.28,,2.989
DDH-0026,159.37,160.65,0.0079,,0,19.25,0.004,2.642
DDH-0026,160.65,161.85,0.0078,,0,19.29,0.022,2.984
DDH-0026,161.85,163.09,0,,0,19.25,0.017,2.948
DDH-0026,163.09,164.3,0.0393,,0,19.27,0.086,2.78
DDH-0026,164.3,165.97,0.0313,,,,0.013,2.987
DDH-0026,165.97,166.48,0.0078,,0,19.28,0.018,3.382
DDH-0026,166.48,167.25,0.4159,,0,19.24,0.013,3.485
DDH-0026,167.25,167.78,0.0157,,0,,0.013,2.852
DDH-0026,167.78,169.05,0,,0,19.27,0.017,2.953
DDH-0026,169.05,170.35,0.1558,,0,19.26,0.009,2.881
DDH-0026,170.35,170.7,0.0078,,0,19.24,0.004,2.967
DDH-0027,87,87.94,0.3362,0,1.204,38.52,0.042,2.881
DDH-0027,87.94,89.11,6.1778,5.18,319.311,1040.88,1.399,4.742
DDH-0027,89.11,90,5.964,4.343,295.685,712.02,3.335,4.706
DDH-0027,90,90.62,1.7528,3.491,206.407,1849.96,8.195,4.587
DDH-0027,90.62,91.1,5.7661,3.131,263.037,750.83,2.738,4.081
DDH-0027,91.1,92,0.2264,0.012,10.852,57.81,0.039,2.721
DDH-0027,117.45,117.8,0.6204,0.423,37.651,327.45,0.294,3.062
DDH-0027,117.8,118.15,2.9125,1.933,134.602,809.01,1.7,4.279
DDH-0027,118.15,119.33,2.8385,2.657,124.247,847,1.8,3.949
DDH-0027,119.33,119.57,1.0328,3.38,92.231,442.52,0.622,3.968
DDH-0027,119.57,121.12,0.1954,0.012,1.203,19.25,0.039,2.762
DDH-0027,121.12,123.29,,0.024,0,134.67,0.051,2.757
DDH-0027,123.29,124.33,0.7045,0.024,1.218,173.53,0.074,2.984
DDH-0027,124.33,124.72,6.0575,1.689,88.187,692.63,0.885,3.936
DDH-0027,124.72,125.26,1.1521,0.012,26.734,250.37,0.144,3.146
DDH-0027,125.26,126.11,4.0432,0.556,73.136,327.52,0.596,4.213
DDH-0027,126.11,127.11,4.3044,1.686,120.372,520.54,2.264,4.398
DDH-0027,127.11,127.55,3.2844,2.79,94.094,480.98,0.985,4.688
DDH-0027,127.55,128.85,4.6698,3.626,172.137,2410.59,1.764,4.654
DDH-0027,128.85,129.47,4.9538,0.831,176.015,712.23,1.066,4.399
DDH-0027,129.47,129.7,5.182,3.758,229.489,1310.73,4.812,4.629
DDH-0027,129.7,130.5,5.8236,2.538,167.884,3297.38,2.661,4.468
DDH-0027,130.5,131,8.0985,3.483,189.305,2641.55,2.612,4.67
DDH-0027,131,132.11,8.0306,3.493,197.035,3680.66,2.878,4.441
DDH-0027,132.11,135.11,7.5686,3.402,174.612,558.7,2.599,4.621
DDH-0027,135.11,136.22,4.3391,1.681,174.89,1250.55,8.709,4.375
DDH-0027,136.22,136.38,2.8181,0.984,192.184,,12.479,4.313
DDH-0027,136.38,136.6,3.172,2.057,182.892,269.69,6.09,4.449
DDH-0027,136.6,137.22,2.678,1.929,149.112,269.46,9.226,4.66
DDH-0027,137.22,137.44,3.3087,2.435,95.433,211.8,8.036,4.713
DDH-0027,137.44,137.82,2.4604,3.031,109.583,2424.78,9.868,4.49
DDH-0027,137.82,138.08,1.9794,3.725,96.124,520.57,6.277,4.715
DDH-0027,138.08,140,0.0628,0,0,366.18,,2.867
DDH-0027,140,141.43,0.0236,0,0,38.5,0.013,2.902
DDH-0027,141.43,141.74,3.2767,18.704,369.849,1657.62,6.608,4.655
DDH-0027,141.74,141.94,2.4994,8.758,305.779,2462.3,11.271,4.362
DDH-0027,141.94,142.56,0.0393,0,0,38.55,0.078,2.811
DDH-0027,142.56,143.09,2.6795,11.436,275.913,1022.02,3.91,4.436
DDH-0027,143.09,144.43,0.826,3.633,118.329,1369.24,5.848,4.427
DDH-0027,144.43,144.88,0.1487,0.702,27.939,250.34,0.988,4.564
DDH-0027,144.88,145.25,0.173,0.061,10.849,96.19,1.025,
DDH-0027,145.25,145.53,0.4287,1.116,15.755,77.06,2.331,3.879
DDH-0027,145.53,146.09,0.1882,0.556,19.364,616.73,2.571,4.293
DDH-0027,146.09,146.41,0.3134,0.979,27.853,1769.78,5.574,4.509
DDH-0027,146.41,147,0.2034,0.838,4.804,731.38,,4.408
DDH-0027,147,147.4,0.1498,0.553,1.211,192.76,4.795,4.101
DDH-0027,147.4,148,0.1732,0.697,30.242,1041.15,4.41,2.914
DDH-0027,148,149.94,0.0626,0.061,0,115.63,0.599,3.12
DDH-0027,149.94,150.94,0.0078,0,0,19.25,0.017,2.93
DDH-0027,150.94,152.4,0.0079,0,0,0,0.008,2.865
DDH-0027,152.4,154,0.0079,,0,19.27,0.009,2.91
DDH-0027,154,156,0,0,0,19.27,,2.819
DDH-0027,156,158.53,0,0,0,,,2.901
DDH-0027,158.53,160.42,0,0,0,19.27,0.009,2.943
DDH-0027,160.42,160.91,0.0079,0,0,19.28,,
DDH-0027,160.91,161.79,,,0,38.57,0.004,3.757
DDH-0027,161.79,162.79,0.3377,0.061,2.411,57.74,0.04,3.67
DDH-0027,162.79,163.35,0.7727,,0,38.57,0.057,4.152
DDH-0027,163.35,163.57,1.3829,0.181,4.853,38.49,0.11,4.064
DDH-0027,163.57,164,3.8003,0.242,2.422,57.76,0.224,4.479
DDH-0027,164,165,0.4456,0.061,2.419,57.78,0.043,3.115
DDH-0027,165,165.51,1.5691,0.06,4.82,38.51,0.026,3.753
DDH-0027,165.51,166,7.4801,0.061,4.863,38.52,0.148,4.045
DDH-0027,166,168,0.644,0.024,2.403,38.5,0.068,3.634
DDH-0027,168,170,0.622,0,0,38.49,0.065,4.104
DDH-0027,170,172,0.2197,0,0,38.5,0.022,4.367
DDH-0027,172,174,0.328,0,0,38.52,0.046,4.632
DDH-0027,174,176,0.0314,0,0,38.52,0.048,4.324
DDH-0027,176,178.6,0.2118,0,0,38.57,0.017,4.331
DDH-0027,178.6,179.3,0.1337,0,0,38.5,0.048,
DDH-0027,179.3,181.26,0.0157,0,0,,0.077,4.037
DDH-0028,43.2,44.8,1.0149,,34.025,211.7,0.452,3.973
DDH-0028,44.8,46.5,,,,,,
DDH-0028,46.5,59.9,,,,,,
DDH-0028,59.9,64.2,,,,,,
DDH-0028,64.2,66,,,,,,
DDH-0028,66,69.3,,,,,,
DDH-0028,69.3,72,5.8178,,167.493,1676.62,4.688,4.541
DDH-0028,72,74,6.2354,,146.961,1425.06,2.688,4.176
DDH-0028,74,76,7.1361,,86.567,211.73,0.394,4.31
DDH-0028,76,78,8.7151,,72.814,154.07,0.687,4.038
DDH-0028,78,80,10.4597,,64.394,115.6,1.731,4.336
DDH-0028,80,81.3,,,55.504,77.12,6.542,4.15
DDH-0028,81.3,83.3,1.4989,,0,38.5,0.039,3.331
DDH-0028,83.3,85.3,0.8444,,0,,0.09,3.41
DDH-0028,85.3,87.3,0.9117,,0,19.24,0.071,3.827
DDH-0028,87.3,89.7,,,,,,
DDH-0028,89.7,91.7,0.3062,,43.552,1214.41,1.58,3.012
DDH-0028,91.7,93.7,2.6233,,304.336,4812.1,7.858,3.63
DDH-0028,93.7,94.6,2.282,,187.699,4810.22,7.056,3.787
DDH-0028,94.6,96.3,,,,,,
DDH-0028,96.3,98.3,,,84.369,2020.44,7.545,3.016
DDH-0028,98.3,100.3,0.0313,,0,115.56,0.62,3.138
DDH-0028,100.3,102,0.1325,,0,154.14,0.844,3.432
DDH-0028,102,104,0.2196,,0,577.19,1.128,3.265
DDH-0028,104,106,0.1332,,0,38.55,2.129,3.219
DDH-0028,106,108,0.0314,,0,115.62,1.254,3.095
DDH-0028,108,109.7,0.0078,,0,19.28,0.15,3.262
DDH-0028,109.7,111.9,,,,,,
DDH-0028,111.9,113,0.2362,,0,,0.274,4.454
DDH-0028,113,115,0.3928,,0,,0.196,4.388
DDH-0028,115,117,0.0079,,0,,0.113,4.602
DDH-0028,117,118.2,0.078,,0,38.51,0.013,3.811
DDH-0028,118.2,122.4,,,,,,
DDH-0028,122.4,129.3,,,,,,
DDH-0028,129.3,131,0.0549,,0,38.54,0.035,4.093
DDH-0028,131,133,0.0316,,0,19.25,0.004,4.132
DDH-0028,133,135,0.0779,,0,19.26,0.026,3.476
DDH-0029,80.13,82.66,0.0781,0.169,2.436,0,0.052,
DDH-0029,82.66,83.52,3.5344,2.677,124.93,1443,2.783,3.933
DDH-0029,83.52,83.94,4.3064,3.161,190.548,1058.45,5.134,4.267
DDH-0029,83.94,84.33,2.7127,2.775,127.271,1658.02,2.657,4.333
DDH-0029,84.33,84.69,2.934,3.529,152.207,1348.49,5.7,4.15
DDH-0029,84.69,85.8,4.2688,3.15,106.891,1272.58,2.097,4.377
DDH-0029,85.8,86.62,0.039,0.109,0,38.5,0.079,2.765
DDH-0029,86.62,86.88,1.3939,1.579,153.613,694.05,0.382,3.153
DDH-0029,86.88,87.2,0.0393,0.169,6.046,19.25,0.135,3.15
DDH-0029,87.2,88.44,0.4527,10.806,301.262,1888.19,1.176,4.646
DDH-0029,88.44,89.15,0.4212,4.484,172.727,2060.71,1.833,4.428
DDH-0029,89.15,90.34,0.7244,3.639,94.142,1462.53,4.218,4.294
DDH-0029,90.34,91.63,0.9332,4.202,93.254,847.01,3.093,4.577
DDH-0029,91.63,92.17,0.1644,1.565,64.24,,1.461,4.378
DDH-0029,92.17,92.83,0.2581,2.049,101.138,808.08,4,4.454
DDH-0029,92.83,93.62,0.268,2.548,118.041,1638.75,3.896,4.253
DDH-0029,93.62,93.95,0.2739,1.698,118.023,1559.2,,4.369
DDH-0029,93.95,94.5,0.5081,1.57,134.835,2327.75,1.955,
DDH-0029,94.5,95.47,0.3534,1.202,81.472,1329.66,1.76,4.629
DDH-0029,95.47,96.73,0.7956,,128.228,2467.88,2.636,4.328
DDH-0029,96.73,97.24,0.6666,,65.548,1000.95,1.844,4.325
DDH-0029,97.24,97.71,0.5386,1.456,107.642,1654.81,2.496,3.917
DDH-0029,97.71,98.53,0.4711,0.7,80.762,944.54,3.8,
DDH-0029,98.53,99.72,0.2577,0.839,48.02,559.07,2.496,4.226
DDH-0029,99.72,100.58,1.121,1.202,25.434,192.56,3.339,3.891
DDH-0029,100.58,101.05,1.0785,1.699,10.861,192.38,1.186,4.162
DDH-0029,101.05,103.26,0.7301,0,1.21,173.47,0.573,4.434
DDH-0029,103.26,104.06,0.0937,,0,96.32,0.218,3.405
DDH-0029,104.06,105.4,0.0078,,0,77,0.022,2.998
DDH-0029,105.4,107.15,0,,0,38.55,,3.25
DDH-0030,82.13,83.6,,0.387,18.152,77.05,0.084,3.052
DDH-0030,83.6,84,3.1004,3.034,187.751,1580.76,5.405,4.381
DDH-0030,84,84.5,2.4686,3.128,237.495,2985.52,,2.419
DDH-0030,84.5,84.8,2.3682,3.897,110.363,731.66,3.387,4.452
DDH-0030,84.8,85.6,2.589,,223.121,3062.38,6.427,4.588
DDH-0030,85.6,86.85,3.3061,2.921,,1406.51,4.089,4.368
DDH-0030,86.85,87.79,2.9787,2.671,151.214,1329.44,3.834,4.369
DDH-0030,87.79,88.33,1.9537,1.682,140.667,693.93,1.49,4.245
DDH-0030,88.33,88.81,0.5513,1.001,15.82,192.72,0.255,3.474
DDH-0030,88.81,89.55,4.817,2.907,167.485,423.9,0.323,4.576
DDH-0030,89.55,90.37,3.8638,2.428,250.922,1830.61,4.229,
