dhid,from,to,x,y,z,xstart,ystart,zstart,xend,yend,zend,zone,var
976.0,428.0,429.0,575.450484002009,352.3032020000974,186.4995399999998,575.3912519998848,351.89199200004805,187.40915399999994,575.5097180008888,352.7144120001467,185.58992599999965,1.0,0.6984
976.0,429.0,430.0,575.569226000458,353.1253920000745,184.6802259999995,575.5097180008888,352.7144120001467,185.58992599999965,575.6287340018898,353.5363700001035,183.7705259999998,1.0,0.7184
976.0,430.0,431.0,575.6884400006384,353.94719199999236,182.86076599999933,575.6288120001554,353.5362960001221,183.7704960000001,575.7480700016022,354.3580900002271,181.95103599999993,1.0,1.2927
976.0,431.0,432.0,575.8076640013605,354.7690560001647,181.04133599999977,575.7480700016022,354.3580900002271,181.95103599999993,575.8672579992563,355.1800220001023,180.13163599999962,1.0,1.4687
976.0,432.0,432.58,575.9018019996583,355.4184260000475,179.60402799999974,575.8672519996762,355.1800340000773,180.1316399999996,575.9363519996405,355.65681800001767,179.07641399999966,1.0,1.4247
981.0,425.0,426.0,552.7808420006186,301.00774999998976,171.8924119999997,552.7434000000358,300.6597460000776,172.82915799999955,552.8182840012014,301.35575200011954,170.9556679999996,1.0,2.6912
981.0,426.0,427.1,552.8596100006253,301.73846800008323,169.92521999999917,552.8182780016214,301.35575600015,170.9556679999996,552.90094400011,302.12117800011765,168.89477199999965,1.0,1.2446
981.0,427.1,428.07,552.9375280011445,302.4585740000475,167.9860779999999,552.900952000171,302.1211720001884,168.89476999999943,552.9741019997746,302.7959760000231,167.07738399999926,1.0,0.7553
981.0,428.07,428.55,552.9922679997981,302.96289600012824,166.62770999999975,552.97412600182,302.7959620001493,167.07737999999972,553.0104120001197,303.1298300001072,166.1780379999991,1.0,0.5458
981.0,428.55,429.2,553.0350200012326,303.3558620001422,165.56910199999948,553.0104060005397,303.1298340000212,166.17803999999978,553.0596360005438,303.5818900001468,164.96016400000008,1.0,2.5016
981.0,429.2,429.92,553.0869620013982,303.83222000009846,164.2856359999996,553.0596320014447,303.5818920000456,164.96016400000008,553.1142900008708,304.0825500000501,163.6111079999996,1.0,2.3019
984.0,401.9,403.0,490.0549876131172,541.1396776123493,256.4052276122665,480.7746920008213,531.4905640002107,248.20876799999996,480.9465420003981,532.40005200007,246.21294799999941,2.0,4.931219999999999
989.0,396.0,397.0,476.8809415117339,478.22832151027063,239.59670551023999,468.363712001592,469.3967960001901,232.05908199999976,468.4625120013953,470.1241900002351,230.1986699999993,1.0,0.71568
993.0,395.95,396.95,467.2988536134417,419.05951561243813,218.07410961226694,458.08026600070303,409.5587460001698,209.83133399999952,458.1286999993027,410.1715480001876,207.92814599999974,1.0,1.17208
993.0,396.95,397.95,467.3473936133141,419.67230961251147,216.17092161226626,458.1286999993027,410.1715480001876,207.92814599999974,458.1773460004479,410.7843320001848,206.0249560000002,1.0,0.3876
993.0,397.95,398.95,467.3961476143504,420.28508761234656,214.26773161226672,458.1773460004479,410.7843320001848,206.0249560000002,458.2262079995126,411.3971020000754,204.12176799999997,1.0,0.7392
993.0,398.95,399.45,467.43285361305425,420.7446576124111,212.84033961226666,458.2262280005962,411.39710000006016,204.12176799999997,458.2507380004973,411.7034780001268,203.17017399999986,1.0,0.478
993.0,399.45,399.75,467.4524776116068,420.98975961248465,212.07906561226716,458.25074200145906,411.70347600011155,203.17017399999986,458.26547400094574,411.8873020000756,202.59921599999961,1.0,0.4245
997.0,392.28,393.0,550.872126000002,427.57479800016154,185.4744039999996,550.868562001735,427.466806000215,186.18624999999975,550.8756879996508,427.6827920000069,184.76255799999944,1.0,0.8411
997.0,393.0,394.0,550.8807720001787,427.83288000011817,183.77389799999946,550.875665999949,427.68277600000147,184.76255600000013,550.8858800008893,427.98298400000203,182.78524199999993,1.0,0.3601
997.0,394.0,394.83,550.8902700003237,428.10768000013195,181.96467399999983,550.8858940005302,427.9829940000782,182.78524199999993,550.8946460001171,428.2323660000693,181.14410399999952,1.0,0.9759
1003.0,347.84,349.0,471.4222523318234,595.1983223328929,306.38920233274104,461.92613800056284,585.3784980002092,298.02382999999963,461.97516000084585,586.0749420000939,295.81137199999966,2.0,1.2368999999999999
1003.0,349.0,350.0,471.4678723336759,595.8468143328422,304.3293543327407,461.97515800036496,586.0749460001243,295.8113739999999,462.01738400198525,586.6754760000622,293.90412999999944,2.0,1.2940199999999997
1003.0,350.0,351.0,471.5101483324173,596.4473623328007,302.4221163327409,462.01731600053614,586.6755220001796,293.90414199999987,462.0597780011595,587.2760000000708,291.9968879999992,2.0,0.63168
1003.0,351.0,352.0,471.55286633499,597.0477223328411,300.51483033274127,462.0597780011595,587.2760000000708,291.9968859999999,462.1027499996126,587.8762400001287,290.0895679999999,2.0,0.6846
1019.0,353.0,354.0,371.5216759833219,589.5946859813938,330.47346998135015,369.51194800063973,587.1855380001944,329.4058579999996,369.6128380000592,588.0852660000091,327.62251599999945,1.0,12.09908
1026.0,372.0,372.57,372.25370417892304,512.8708861788812,263.47716017890906,362.2621180005372,502.719299999997,254.0422239999998,362.29023400135344,503.06741600006353,252.95703999999978,1.0,0.8514799999999999
1026.0,372.57,373.64,372.2942761795905,513.3716761790758,261.9160181789086,362.290198000148,503.067420000094,252.95703999999978,362.34329600073403,503.7208760000067,250.919942,1.0,2.53624
1026.0,373.64,374.64,372.3458321800765,514.0037421790959,259.9455541789086,362.34330400079494,503.7208760000067,250.919942,362.39330400154,504.33155200013425,249.01611000000003,1.0,2.3637599999999996
1026.0,374.64,375.64,372.3960101789173,514.6144041790004,258.0417221789086,362.39332000166183,504.3315420000581,249.01610600000004,362.4436440002174,504.94221000012476,247.11228200000005,1.0,3.43532
1026.0,375.64,376.64,372.44637018054095,515.2251361789723,256.1379181789086,362.4436440002174,504.94221000012476,247.11228200000005,362.4940400011838,505.55300600011833,245.2084979999995,1.0,3.4784399999999995
1026.0,376.64,377.67,372.4975621791866,515.8451601791504,254.20560017890895,362.4940400011838,505.55300600011833,245.2084979999995,362.546028001234,506.1822580000153,243.2476459999998,1.0,2.8531999999999997
1026.0,377.67,378.71,372.5498421805289,516.4775341790711,252.2352541789089,362.546028001234,506.1822580000153,243.2476459999998,362.5986000001431,506.81775600020774,241.26780399999961,1.0,4.6396
1036.0,381.71,382.0,371.70636258085284,472.18116258035434,227.083334580374,368.1925940010697,468.6014000000432,223.86039600000004,368.2159219998867,468.7567140001338,223.30206399999997,1.0,1.7538
1036.0,382.0,383.0,371.7583085819802,472.5266365805596,225.84154258037418,368.2158880010248,468.75669600011315,223.30205799999976,368.2965200003237,469.29236600000877,221.3768159999995,1.0,1.4539
1043.0,385.0,386.93,366.6878452409041,396.58517924088335,208.02077124076948,356.77170400135225,386.3976220001932,200.03537599999981,356.8188380002976,386.98758800013456,196.2210199999995,1.0,0.2071
1043.0,386.93,387.0,366.7127312399429,396.89082124093363,206.04442124076957,356.8192700017244,386.9875520000933,196.2210199999995,356.8210439998657,387.0089440001175,196.08267599999954,1.0,0.98476
