dh,from,to,Au,Cu,Au:shell,Cu:shell,x,startx,endx,y,starty,endy,z,startz,endz
33,150.0,160.0,0.91013,185.0,1,1,19957.67497,19955.13402,19960.21624,18761.01771,18760.31991,18761.71616,120.22364,124.47295,115.97463
33,160.0,170.0,0.6241300000000001,174.0,1,1,19962.75766,19960.21624,19965.29909,18762.41495,18761.71616,18763.11373,111.72576,115.97463,107.47689
34,0.0,10.0,0.078,60.0001,0,0,19946.62632,19945.62,19947.63241,18679.78668,18677.873,18681.6999,226.90466,231.413,222.39607
34,10.0,20.0,0.078,40.0001,0,0,19948.6392,19947.63241,19949.64766,18683.61233,18681.6999,18685.52362,217.8873,222.39607,213.37842
34,20.0,30.0,0.13013,55.0,0,0,19950.65812,19949.64766,19951.67096,18687.43456,18685.52362,18689.34593,208.86985,213.37842,204.36198
34,30.0,40.0,0.13,29.0001,0,0,19952.68544,19951.67096,19953.70086,18691.25728,18689.34593,18693.16813,199.85448,204.36198,195.34698
34,40.0,50.0,0.11713,26.0,0,0,19954.7166,19953.70086,19955.73204,18695.07783,18693.16813,18696.98573,190.83906,195.34698,186.33031
34,50.0,60.0,0.10413,27.0001,0,0,19956.74635,19955.73204,19957.75871,18698.89213,18696.98573,18700.79734,181.82068,186.33031,177.3101
34,60.0,70.0,0.1169999999999999,43.0,0,0,19958.76994,19957.75871,19959.78088,18702.70106,18700.79734,18704.60297,172.79864,177.3101,168.28636
34,70.0,80.0,0.1169999999999999,43.0,0,0,19960.79192,19959.78088,19961.80345,18706.50371,18704.60297,18708.40392,163.7736,168.28636,159.26073
34,80.0,90.0,0.221,56.0001,0,0,19962.81493,19961.80345,19963.82579,18710.3039,18708.40392,18712.20393,154.74775,159.26073,150.23465
34,90.0,100.0,0.5980000000000001,70.0001,0,0,19964.83598,19963.82579,19965.84546,18714.10334,18712.20393,18716.00143,145.72114,150.23465,141.20692
34,100.0,110.0,1.066,120.0001,1,1,19966.85498,19965.84546,19967.86525,18717.89881,18716.00143,18719.7961,136.69241,141.20692,132.17803
34,110.0,120.0,0.806,129.0,1,1,19968.8767,19967.86525,19969.88973,18721.6946,18719.7961,18723.5956,127.66442,132.17803,123.15221
34,120.0,130.0,1.7420000000000002,321.1823,1,1,19970.90375,19969.88973,19971.91816,18725.49856,18723.5956,18727.40298,118.64106,123.15221,114.13061
34,130.0,140.0,0.14313,49.0001,1,1,19972.93276,19971.91816,19973.94736,18729.30811,18727.40298,18731.21325,109.6205,114.13061,105.1104
35,0.0,10.0,0.8580000000000001,214.0001,0,1,19938.85616,19939.078,19938.63678,18949.15355,18948.818,18949.48584,215.55021,220.534,210.56609
35,10.0,20.0,0.35113,73.0001,1,1,19938.41984,19938.63678,19938.20527,18949.81482,18949.48584,18950.14048,205.58164,210.56609,200.59687
35,20.0,30.0,0.75699,60.0,1,1,19937.99291,19938.20527,19937.78255,18950.46269,18950.14048,18950.78133,195.61179,200.59687,190.62639
35,30.0,40.0,1.3391300000000002,106.0,1,1,19937.57361,19937.78255,19937.3655,18951.09715,18950.78133,18951.41091,185.64075,190.62639,180.65494
35,40.0,50.0,1.69013,144.0001,1,1,19937.15803,19937.3655,19936.95099,18951.72314,18951.41091,18952.03434,175.66902,180.65494,170.68301
35,50.0,60.0,1.05313,99.0001,1,1,19936.74531,19936.95099,19936.5419,18952.34318,18952.03434,18952.64832,165.69679,170.68301,160.71026
35,60.0,70.0,0.63713,165.0,1,1,19936.33891,19936.5419,19936.13445,18952.9526,18952.64832,18953.25888,155.72366,160.71026,150.73724
35,70.0,80.0,1.183,255.0001,0,1,19935.92919,19936.13445,19935.72381,18953.56628,18953.25888,18953.87391,145.75092,150.73724,140.76462
35,80.0,90.0,0.429,161.0001,0,1,19935.51866,19935.72381,19935.3141,18954.18086,18953.87391,18954.48621,135.77827,140.76462,130.7918
35,90.0,100.0,0.65013,124.0,0,1,19935.10917,19935.3141,19934.90288,18954.79147,18954.48621,18955.09813,125.80533,130.7918,120.81901
35,100.0,110.0,0.40313,53.0,0,0,19934.69592,19934.90288,19934.48897,18955.40549,18955.09813,18955.71285,115.83276,120.81901,110.84651
36,0.0,10.0,0.026,93.0,0,0,20129.99498,20130.429,20129.5609,18524.6327,18526.705,18522.56191,267.84441,272.374,263.31413
36,10.0,20.0,0.078,120.0001,0,0,20129.12769,20129.5609,20128.69629,18520.49394,18522.56191,18518.43012,258.78248,263.31413,254.24877
36,20.0,30.0,0.195,94.0,0,0,20128.26672,20128.69629,20127.839,18516.36972,18518.43012,18514.31201,249.71333,254.24877,245.1765
36,30.0,40.0,0.273,131.0001,0,0,20127.41221,20127.839,20126.98543,18512.25564,18514.31201,18510.19927,240.63896,245.1765,236.10143
37,0.0,10.0,1.3911300000000002,126.0,1,0,19919.08616,19917.122,19921.04944,18918.68775,18920.958,18916.417,225.1155,229.114,221.11684
37,10.0,20.0,0.65,42.0001,1,0,19923.01109,19921.04944,19924.97039,18914.14601,18916.417,18911.87502,217.11752,221.11684,213.11706
37,20.0,30.0,0.29913,33.0,0,0,19926.92846,19924.97039,19928.88642,18909.60483,18911.87502,18907.33625,209.11553,213.11706,205.11304
37,30.0,40.0,0.18213,43.0,0,0,19930.84515,19928.88642,19932.80554,18905.06878,18907.33625,18902.80191,201.1103,205.11304,197.10803
37,40.0,50.0,0.507,53.0,0,0,19934.76484,19932.80554,19936.72032,18900.53556,18902.80191,18898.26964,193.10493,197.10803,189.09972
37,50.0,60.0,0.195,53.0001,0,0,19938.67277,19936.72032,19940.623,18896.00485,18898.26964,18893.74188,185.09239,189.09972,181.08295
37,60.0,70.0,0.143,18.0,0,0,19942.57207,19940.623,19944.52106,18891.47937,18893.74188,18889.21596,177.07269,181.08295,173.0629
37,70.0,80.0,0.741,138.0001,0,0,19946.46809,19944.52106,19948.4113,18886.95145,18889.21596,18884.68564,169.05279,173.0629,165.04155
37,80.0,90.0,1.4171300000000002,139.0,0,0,19950.35186,19948.4113,19952.29098,18882.42028,18884.68564,18880.15713,161.02878,165.04155,157.01405
37,90.0,100.0,2.30113,235.0,0,0,19954.22966,19952.29098,19956.16893,18877.8945,18880.15713,18875.63065,152.99883,157.01405,148.98458
37,100.0,110.0,2.30113,235.0,0,0,19958.10829,19956.16893,19960.04727,18873.36431,18875.63065,18871.09418,144.97178,148.98458,140.96093
37,110.0,120.0,0.58513,122.0001,0,0,19961.98594,19960.04727,19963.9244,18868.82265,18871.09418,18866.55208,136.95074,140.96093,132.93989
37,120.0,130.0,0.741,177.0,0,1,19965.86276,19963.9244,19967.80111,18864.28199,18866.55208,18862.01191,128.92872,132.93989,124.91755
37,130.0,140.0,1.4951299999999998,193.0001,0,1,19969.73928,19967.80111,19971.67709,18859.74093,18862.01191,18857.46818,120.90679,124.91755,116.89687
37,140.0,150.0,4.77971,167.0001,0,1,19973.61472,19971.67709,19975.55235,18855.19453,18857.46818,18852.92088,112.88737,116.89687,108.87786
38,0.0,10.0,0.8841300000000001,96.0001,0,0,19889.74927,19888.983,19890.51601,18898.18066,18900.522,18895.84047,223.71503,228.066,219.36352
38,10.0,20.0,0.42913,51.0,0,0,19891.28294,19890.51601,19892.04981,18893.50247,18895.84047,18891.16768,215.01087,219.36352,210.65648
38,20.0,30.0,0.19513,49.0,0,0,19892.81696,19892.04981,19893.58471,18888.83399,18891.16768,18886.49925,206.30156,210.65648,201.9473
38,30.0,40.0,0.8580000000000001,73.0001,0,0,19894.35324,19893.58471,19895.1227,18884.16365,18886.49925,18881.82736,197.59364,201.9473,193.24052
38,40.0,50.0,1.287,64.0,1,0,19895.89163,19895.1227,19896.65859,18879.49265,18881.82736,18877.16181,188.88646,193.24052,184.52997
38,50.0,60.0,0.429,30.0,1,0,19897.42436,19896.65859,19898.18974,18874.83397,18877.16181,18872.50824,180.17168,184.52997,175.81219
38,60.0,70.0,3.34113,134.0,1,0,19898.95594,19898.18974,19899.72423,18870.18402,18872.50824,18867.86073,171.45203,175.81219,167.09175
38,70.0,80.0,0.23413,27.0001,0,0,19900.49327,19899.72423,19901.26173,18865.53793,18867.86073,18863.21518,162.73134,167.09175,158.3708
38,80.0,90.0,0.611,94.0001,1,0,19902.02916,19901.26173,19902.79513,18860.89297,18863.21518,18858.5718,154.00979,158.3708,149.64797
38,90.0,100.0,0.676,78.0,0,0,19903.55988,19902.79513,19904.32368,18856.25111,18858.5718,18853.93035,145.28568,149.64797,140.92327
38,100.0,110.0,0.429,78.0,0,0,19905.08697,19904.32368,19905.85023,18851.61004,18853.93035,18849.29072,136.56052,140.92327,132.19724
38,110.0,120.0,0.63713,99.0001,0,0,19906.61367,19905.85023,19907.3775,18846.9751,18849.29072,18844.66586,127.83204,132.19724,123.46351
38,120.0,130.0,0.7150000000000001,59.0001,1,1,19908.14134,19907.3775,19908.90479,18842.36189,18844.66586,18840.06205,119.09222,123.46351,114.71867
38,130.0,140.0,0.15613,43.0001,1,1,19909.66805,19908.90479,19910.4313,18837.76427,18840.06205,18835.4665,110.34401,114.71867,105.96935
39,0.0,10.0,0.8841300000000001,96.0001,0,0,19892.74204,19891.064,19894.42108,18898.0183,18900.733,18895.30399,224.00502,227.854,220.15622
39,10.0,20.0,0.42913,51.0,0,0,19896.10056,19894.42108,19897.77989,18892.59131,18895.30399,18889.88151,216.30645,220.15622,212.45459
39,20.0,30.0,0.19513,49.0,0,0,19899.45872,19897.77989,19901.13669,18887.17499,18889.88151,18884.47218,208.6002,212.45459,204.74284
39,30.0,40.0,1.6868800000000002,96.0,0,0,19902.81523,19901.13669,19904.49578,18881.7696,18884.47218,18879.0638,200.88557,204.74284,197.03143
39,40.0,50.0,0.5850000000000001,81.0,0,0,19906.17793,19904.49578,19907.8613,18876.3544,18879.0638,18873.64105,193.18052,197.03143,189.33292
39,50.0,60.0,1.7681300000000002,91.0001,1,0,19909.54488,19907.8613,19911.22768,18870.92635,18873.64105,18868.2129,185.48637,189.33292,181.63859
39,60.0,70.0,0.94913,93.0001,1,0,19912.91133,19911.22768,19914.59745,18865.49925,18868.2129,18862.78394,177.79133,181.63859,173.94632
39,70.0,80.0,0.48113,62.0745,0,0,19916.28619,19914.59745,19917.97765,18860.06642,18862.78394,18857.34613,170.10403,173.94632,166.26489
39,80.0,90.0,0.78,84.0001,0,0,19919.66924,19917.97765,19921.35832,18854.62468,18857.34613,18851.90365,162.42663,166.26489,158.58697
39,90.0,100.0,0.78,84.0001,0,0,19923.04635,19921.35832,19924.73476,18849.18233,18851.90365,18846.46003,154.74705,158.58697,150.90799
39,100.0,110.0,0.8711300000000001,69.0001,0,0,19926.42407,19924.73476,19928.11482,18843.73693,18846.46003,18841.01323,147.0699,150.90799,143.23287
39,110.0,120.0,0.63713,57.0,1,0,19929.80575,19928.11482,19931.49563,18838.2894,18841.01323,18835.56594,139.39601,143.23287,135.55842
39,120.0,130.0,0.65,145.0001,0,0,19933.18561,19931.49563,19934.87683,18832.84231,18835.56594,18830.11795,131.721,135.55842,127.88464
39,130.0,140.0,0.5980000000000001,156.0,0,1,19936.56854,19934.87683,19938.26001,18827.39228,18830.11795,18824.66472,124.04943,127.88464,120.21545
39,140.0,150.0,0.364,17.0,0,1,19939.9508,19938.26001,19941.6405,18821.93528,18824.66472,18819.20393,116.38253,120.21545,112.55047
39,150.0,160.0,0.32513,118.0,0,1,19943.32965,19941.6405,19945.0188,18816.47164,18819.20393,18813.73934,108.71884,112.55047,104.88722
40,0.0,10.0,0.8841300000000001,96.0001,0,0,19892.15589,19889.176,19895.13351,18899.7878,18900.679,18898.89868,224.09615,228.011,220.17911
40,10.0,20.0,1.105,105.0001,0,0,19898.10838,19895.13351,19901.08002,18898.01039,18898.89868,18897.12166,216.25979,220.17911,212.33811
40,20.0,30.0,1.06613,45.0,0,0,19904.05018,19901.08002,19907.02063,18896.23099,18897.12166,18895.3369,208.41576,212.33811,204.49441
40,30.0,40.0,0.50713,32.0001,0,0,19909.99246,19907.02063,19912.96674,18894.44073,18895.3369,18893.54382,200.57457,204.49441,196.65677
40,40.0,50.0,0.07813,34.0001,0,0,19915.94211,19912.96674,19918.91718,18892.64825,18893.54382,18891.7561,192.73948,196.65677,188.82119
40,50.0,60.0,0.07813,46.0001,0,0,19921.8908,19918.91718,19924.86177,18890.86652,18891.7561,18889.97863,184.9012,188.82119,180.97884
40,60.0,70.0,0.10413,37.0001,0,0,19927.83014,19924.86177,19930.79593,18889.08986,18889.97863,18888.19763,177.0547,180.97884,173.12939
40,70.0,80.0,0.70213,56.0,0,0,19933.76089,19930.79593,19936.72677,18887.30263,18888.19763,18886.40559,169.20409,173.12939,165.27995
40,80.0,90.0,1.61213,129.0,0,0,19939.69446,19936.72677,19942.66486,18885.5072,18886.40559,18884.60819,161.35749,165.27995,157.43722
40,90.0,100.0,0.442,139.0001,0,0,19945.63691,19942.66486,19948.60954,18883.70984,18884.60819,18882.81344,153.51805,157.43722,149.59888
40,100.0,110.0,0.442,139.0001,0,0,19951.58112,19948.60954,19954.54998,18881.91832,18882.81344,18881.02382,145.67861,149.59888,141.75615
40,110.0,120.0,0.16913,80.0001,0,0,19957.51614,19954.54998,19960.47958,18880.12846,18881.02382,18879.23075,137.83183,141.75615,133.906
40,120.0,130.0,0.377,111.0,0,1,19963.44066,19960.47958,19966.39971,18878.33191,18879.23075,18877.43315,129.97865,133.906,126.04976
40,130.0,140.0,0.286,75.0,0,0,19969.35665,19966.39971,19972.31135,18876.53476,18877.43315,18875.63706,122.11918,126.04976,118.18677
40,140.0,150.0,0.28613,119.0001,0,0,19975.26493,19972.31135,19978.21851,18874.73969,18875.63706,18873.84232,114.25344,118.18677,110.32011
41,0.0,10.0,1.131,107.0,1,0,19828.60973,19830.357,19826.86272,18974.87454,18977.118,18972.63343,172.03734,176.15,167.9233
41,10.0,20.0,0.36413,54.0,0,0,19825.11464,19826.86272,19823.36418,18970.39372,18972.63343,18968.15446,163.80894,167.9233,159.69535
41,20.0,30.0,0.28613,33.0,0,0,19821.61209,19823.36418,19819.85912,18965.91477,18968.15446,18963.67376,155.5827,159.69535,151.47113
41,30.0,40.0,0.32513,47.0,0,0,19818.10661,19819.85912,19816.35591,18961.43081,18963.67376,18959.18532,147.36042,151.47113,143.25034
41,40.0,50.0,0.48113,51.0,0,0,19814.60536,19816.35591,19812.85335,18956.93673,18959.18532,18954.68447,139.14188,143.25034,135.03606
41,50.0,60.0,1.105,41.0001,0,0,19811.09988,19812.85335,19809.34497,18952.43009,18954.68447,18950.17516,130.93202,135.03606,126.8289
41,60.0,70.0,1.508,113.0001,1,0,19807.58934,19809.34497,19805.83371,18947.91995,18950.17516,18945.66474,122.72625,126.8289,118.62359
42,0.0,10.0,1.131,107.0,1,0,19833.51114,19833.308,19833.71485,18978.01577,18978.84,18977.18725,169.41559,174.343,164.48892
42,10.0,20.0,1.066,89.0001,1,0,19833.91915,19833.71485,19834.12404,18976.35471,18977.18725,18975.51842,159.56296,164.48892,154.63765
42,20.0,30.0,0.481,54.0,1,0,19834.32929,19834.12404,19834.53465,18974.68014,18975.51842,18973.84162,149.7127,154.63765,144.78779
42,30.0,40.0,1.30013,72.0001,1,0,19834.74012,19834.53465,19834.94572,18973.00411,18973.84162,18972.16883,139.86272,144.78779,134.93727
42,40.0,50.0,0.5720000000000001,94.0,1,1,19835.15126,19834.94572,19835.35654,18971.33645,18972.16883,18970.50758,130.01133,134.93727,125.08478
42,50.0,60.0,1.70313,194.0,1,1,19835.56156,19835.35654,19835.76631,18969.68074,18970.50758,18968.8544,120.15789,125.08478,115.2309
42,60.0,70.0,1.24813,230.0001,1,1,19835.97091,19835.76631,19836.17552,18968.02831,18968.8544,18967.20222,110.30386,115.2309,105.37682
43,0.0,10.0,0.052,65.0001,0,0,20014.7141,20016.898,20012.53189,18697.56888,18697.599,18697.53853,205.64426,210.142,201.1457
43,10.0,20.0,0.16913,55.0001,0,0,20010.35079,20012.53189,20008.17021,18697.50765,18697.53853,18697.47595,196.6466,201.1457,192.14726
43,20.0,30.0,0.28613,95.0,0,0,20005.98927,20008.17021,20003.80707,18697.44376,18697.47595,18697.41145,187.6481,192.14726,183.14955
43,30.0,40.0,0.533,75.0001,0,0,20001.62487,20003.80707,19999.44393,18697.37895,18697.41145,18697.34622,178.651,183.14955,174.15184
43,40.0,50.0,0.26,42.0,0,0,19997.26376,19999.44393,19995.08384,18697.31266,18697.34622,18697.27769,169.65232,174.15184,165.15268
43,50.0,60.0,0.81913,97.0001,0,0,19992.9043,19995.08384,19990.72528,18697.24194,18697.27769,18697.2061,160.65287,165.15268,156.1528
43,60.0,70.0,0.8841300000000001,125.0001,0,0,19988.54796,19990.72528,19986.37354,18697.17052,18697.2061,18697.1356,151.65191,156.1528,147.14962
43,70.0,80.0,0.71513,93.0,1,1,19984.20131,19986.37354,19982.03058,18697.10103,18697.1356,18697.06647,142.64626,147.14962,138.14218
43,80.0,90.0,0.46813,168.0,1,1,19979.86059,19982.03058,19977.69061,18697.03193,18697.06647,18696.99738,133.63774,138.14218,129.1333
44,0.0,10.0,0.03913,34.0,0,0,19834.86999,19832.767,19836.97092,18873.10001,18871.986,18874.21275,241.19368,245.591,236.79505
44,10.0,20.0,0.02613,30.0001,0,0,19839.06924,19836.97092,19841.16443,18875.32397,18874.21275,18876.43338,232.3948,236.79505,227.9926
44,20.0,30.0,0.20813,23.0001,0,0,19843.25923,19841.16443,19845.35636,18877.54252,18876.43338,18878.6529,223.59014,227.9926,219.18911
44,30.0,40.0,0.20813,23.0001,0,0,19847.4562,19845.35636,19849.55909,18879.76462,18878.6529,18880.8778,214.78971,219.18911,210.39213
44,40.0,50.0,0.078,34.0001,0,0,19851.66408,19849.55909,19853.77021,18881.99136,18880.8778,18883.10423,205.99565,210.39213,201.59955
44,50.0,60.0,0.07813,27.0,0,0,19855.87833,19853.77021,19857.98928,18884.21587,18883.10423,18885.32577,197.20409,201.59955,192.80954
44,60.0,70.0,0.5850000000000001,35.0,0,0,19860.10326,19857.98928,19862.22049,18886.43401,18885.32577,18887.5407,188.41604,192.80954,184.0237
44,70.0,80.0,0.41613,51.0001,0,0,19864.34084,19862.22049,19866.46422,18888.64681,18887.5407,18889.75333,179.63273,184.0237,175.24333
44,80.0,90.0,1.96313,164.9093,1,0,19868.58837,19866.46422,19870.71101,18890.85996,18889.75333,18891.96642,170.85432,175.24333,166.46455
44,90.0,100.0,2.8471300000000004,151.0001,1,0,19872.8319,19870.71101,19874.95081,18893.07183,18891.96642,18894.17531,162.07366,166.46455,157.68133
44,100.0,110.0,1.677,65.0001,1,0,19877.07006,19874.95081,19879.19195,18895.27816,18894.17531,18896.38165,153.28901,157.68133,148.89812
44,110.0,120.0,0.6890000000000001,46.0,1,0,19881.31579,19879.19195,19883.44088,18897.48659,18896.38165,18898.59379,144.50854,148.89812,140.12013
44,120.0,130.0,0.36413,33.0001,0,0,19885.5674,19883.44088,19887.69557,18899.7026,18898.59379,18900.81242,135.73283,140.12013,131.34658
44,130.0,140.0,1.846,66.0,0,0,19889.8253,19887.69557,19891.95654,18901.92261,18900.81242,18903.03257,126.96118,131.34658,122.57646
44,140.0,150.0,0.19513,42.0001,0,0,19894.08805,19891.95654,19896.21858,18904.14202,18903.03257,18905.25068,118.19173,122.57646,113.80634
44,150.0,160.0,0.0521299999999999,22.0001,0,0,19898.34863,19896.21858,19900.47868,18906.35895,18905.25068,18907.46721,109.42061,113.80634,105.03488
45,0.0,10.0,0.02613,94.0,0,0,19976.57335,19973.734,19979.41413,18542.7101,18541.931,18543.49163,274.37283,278.414,270.33312
45,10.0,20.0,0.01313,68.0001,0,0,19982.25637,19979.41413,19985.10012,18544.27572,18543.49163,18545.06256,266.29495,270.33312,262.25837
45,20.0,30.0,0.052,44.0001,0,0,19987.94416,19985.10012,19990.78727,18545.8508,18545.06256,18546.63911,258.22227,262.25837,254.18552
45,30.0,40.0,0.039,105.0,0,0,19993.62993,19990.78727,19996.47263,18547.42737,18546.63911,18548.21548,250.14845,254.18552,246.11138
45,40.0,50.0,0.026,85.0,0,0,19999.31601,19996.47263,20002.16071,18549.00319,18548.21548,18549.79025,242.07472,246.11138,238.03885
45,50.0,60.0,0.052,101.0001,0,0,20005.00555,20002.16071,20007.84938,18550.57676,18549.79025,18551.36283,234.00297,238.03885,229.96631
45,60.0,70.0,0.039,63.0001,0,0,20010.69273,20007.84938,20013.53612,18552.14861,18551.36283,18552.93424,225.92924,229.96631,221.89217
45,70.0,80.0,0.0521299999999999,98.0001,0,0,20016.38018,20013.53612,20019.22554,18553.71956,18552.93424,18554.50441,217.85551,221.89217,213.81968
45,80.0,90.0,0.078,63.0001,0,0,20022.07155,20019.22554,20024.91756,18555.28903,18554.50441,18556.07365,209.78426,213.81968,205.74884
46,0.0,10.0,0.26,67.0001,0,0,20128.68565,20130.031,20127.33884,18698.05136,18698.855,18697.24514,212.16993,216.918,207.4227
46,10.0,20.0,0.377,66.0001,0,0,20125.99024,20127.33884,20124.63948,18696.43665,18697.24514,18695.62618,202.67638,207.4227,197.931
46,20.0,30.0,0.8710000000000001,87.0001,0,0,20123.28786,20124.63948,20121.93662,18694.81565,18695.62618,18694.00695,193.18589,197.931,188.44034
46,30.0,40.0,0.35113,49.0,0,0,20120.58616,20121.93662,20119.23686,18693.19921,18694.00695,18692.39156,183.69442,188.44034,178.94815
46,40.0,50.0,0.35113,49.0,0,0,20117.88626,20119.23686,20116.53188,18691.58182,18692.39156,18690.76781,174.2026,178.94815,169.45886
46,50.0,60.0,0.1169999999999999,108.0001,0,0,20115.17275,20116.53188,20113.80786,18689.94942,18690.76781,18689.12657,164.71724,169.45886,159.97804
46,60.0,70.0,0.94913,107.0,0,0,20112.43936,20113.80786,20111.06941,18688.30069,18689.12657,18687.47323,155.24041,159.97804,150.50348
46,70.0,80.0,0.247,107.0,0,0,20109.69987,20111.06941,20108.33261,18686.64556,18687.47323,18685.81906,145.76646,150.50348,141.02858
46,80.0,90.0,0.442,83.0,0,0,20106.96745,20108.33261,20105.60417,18684.99386,18685.81906,18684.1701,136.28987,141.02858,131.55037
46,90.0,100.0,1.00113,218.0001,0,0,20104.24183,20105.60417,20102.8795,18683.34705,18684.1701,18682.52401,126.81047,131.55037,122.07057
47,0.0,10.0,0.26,67.0001,0,0,20128.1762,20130.375,20125.97889,18699.20577,18699.453,18698.95861,212.06323,216.547,207.57874
47,10.0,20.0,0.429,42.0,0,0,20123.78371,20125.97889,20121.59131,18698.71105,18698.95861,18698.46259,203.09321,207.57874,198.60638
47,20.0,30.0,0.7411300000000001,43.0001,0,0,20119.39978,20121.59131,20117.20723,18698.21388,18698.46259,18697.96553,194.11914,198.60638,189.63238
47,30.0,40.0,0.416,43.0001,0,0,20115.01418,20117.20723,20112.82113,18697.71731,18697.96553,18697.46898,185.14585,189.63238,180.65933
47,40.0,50.0,0.442,75.0001,0,0,20110.62902,20112.82113,20108.43876,18697.22008,18697.46898,18696.97018,176.17238,180.65933,171.68459
47,50.0,60.0,0.26,61.0,0,0,20106.25044,20108.43876,20104.06416,18696.72049,18696.97018,18696.47226,167.19583,171.68459,162.706
47,60.0,70.0,0.481,111.0001,0,0,20101.88012,20104.06416,20099.69851,18696.225,18696.47226,18695.97825,158.21503,162.706,153.72285
47,70.0,80.0,0.41613,140.0,0,1,20097.51604,20099.69851,20095.3294,18695.73164,18695.97825,18695.48482,149.23108,153.72285,144.74135
47,80.0,90.0,0.182,63.0001,0,1,20093.13987,20095.3294,20090.94868,18695.23856,18695.48482,18694.99367,140.253,144.74135,135.76538
47,90.0,100.0,0.364,111.0,0,0,20088.75845,20090.94868,20086.57177,18694.75015,18694.99367,18694.50798,131.27722,135.76538,126.78725
47,100.0,110.0,0.13013,87.0001,0,0,20084.38747,20086.57177,20082.20435,18694.26663,18694.50798,18694.02554,122.29609,126.78725,117.80433
47,110.0,120.0,0.8190000000000001,169.0001,0,0,20080.02184,20082.20435,20077.83932,18693.78459,18694.02554,18693.54364,113.31227,117.80433,108.82022
48,0.0,10.0,0.039,32.0,0,0,20012.87977,20010.679,20015.08071,18642.01343,18642.871,18641.15569,233.12205,237.529,228.71522
48,10.0,20.0,0.039,32.0,0,0,20017.28184,20015.08071,20019.48319,18640.2978,18641.15569,18639.43981,224.30852,228.71522,219.90194
48,20.0,30.0,0.07813,39.0001,0,0,20021.68477,20019.48319,20023.88663,18638.58212,18639.43981,18637.72514,215.49542,219.90194,211.08891
48,30.0,40.0,0.364,49.0,0,0,20026.08864,20023.88663,20028.29065,18636.86853,18637.72514,18636.01194,206.68239,211.08891,202.27587
48,40.0,50.0,0.31213,40.0,0,0,20030.49263,20028.29065,20032.69454,18635.15495,18636.01194,18634.29715,197.86942,202.27587,193.46309
48,50.0,60.0,0.104,34.0,0,0,20034.89713,20032.69454,20037.10112,18633.43874,18634.29715,18632.57993,189.05721,193.46309,184.65211
48,60.0,70.0,0.481,143.0001,0,0,20039.30622,20037.10112,20041.51209,18631.72161,18632.57993,18630.86465,180.24747,184.65211,175.84296
48,70.0,80.0,0.065,43.0,0,0,20043.71828,20041.51209,20045.92435,18630.00853,18630.86465,18629.15271,171.43844,175.84296,167.0338
48,80.0,90.0,0.94913,49.0001,0,0,20048.13049,20045.92435,20050.3369,18628.29646,18629.15271,18627.43898,162.62929,167.0338,158.22514
48,90.0,100.0,0.52,36.0001,0,0,20052.54345,20050.3369,20054.75,18626.5809,18627.43898,18625.72282,153.82119,158.22514,149.41723
49,0.0,10.0,2.535,466.0001,0,1,20043.89891,20042.715,20045.0797,18868.6698,18868.572,18868.76671,191.23217,196.089,186.37456
49,10.0,20.0,0.8190000000000001,125.0,0,1,20046.25647,20045.0797,20047.42829,18868.86241,18868.76671,18868.95661,181.51596,186.37456,176.65613
49,20.0,30.0,0.28613,63.0,0,0,20048.59712,20047.42829,20049.76489,18869.04998,18868.95661,18869.14321,171.79556,176.65613,166.93473
49,30.0,40.0,1.1960000000000002,66.0001,0,0,20050.93118,20049.76489,20052.09555,18869.23667,18869.14321,18869.33075,162.07356,166.93473,157.21193
49,40.0,50.0,0.091,39.0001,0,0,20053.2576,20052.09555,20054.41697,18869.42521,18869.33075,18869.51983,152.34976,157.21193,147.48695
49,50.0,60.0,0.36413,45.0,0,0,20055.57498,20054.41697,20056.733,18869.61453,18869.51983,18869.70922,142.62382,147.48695,137.76069
50,0.0,10.0,0.58513,144.0,0,1,20096.76003,20095.922,20097.59856,18691.41144,18694.018,18688.80674,207.36427,211.548,203.1795
50,10.0,20.0,0.663,145.0,0,1,20098.43818,20097.59856,20099.27944,18686.20359,18688.80674,18683.6017,198.99397,203.1795,194.80799
50,20.0,30.0,0.33813,92.0001,0,1,20100.12153,20099.27944,20100.96362,18681.00067,18683.6017,18678.4001,190.62163,194.80799,186.43499
50,30.0,40.0,0.14313,90.0,0,1,20101.8049,20100.96362,20102.64453,18675.80083,18678.4001,18673.20368,182.24739,186.43499,178.05814
50,40.0,50.0,0.14313,90.0,0,1,20103.48367,20102.64453,20104.32345,18670.60709,18673.20368,18668.00952,173.86844,178.05814,169.67948
50,50.0,60.0,0.208,33.0001,0,0,20105.16518,20104.32345,20106.01016,18665.41128,18668.00952,18662.81267,165.49132,169.67948,161.30405
50,60.0,70.0,0.273,67.0,0,0,20106.85757,20106.01016,20107.70661,18660.21497,18662.81267,18657.61945,157.11671,161.30405,152.92834
50,70.0,80.0,0.15613,31.0,0,0,20108.55613,20107.70661,20109.40501,18655.02673,18657.61945,18652.43741,148.73834,152.92834,144.54611
50,80.0,90.0,0.33813,49.0001,0,0,20110.25351,20109.40501,20111.10187,18649.85122,18652.43741,18647.26788,140.35186,144.54611,136.15584
50,90.0,100.0,0.15613,29.0001,0,0,20111.95016,20111.10187,20112.79845,18644.68596,18647.26788,18642.10404,131.95893,136.15584,127.76201
