dh,from,to,Au,Cu,Au:shell,Cu:shell
52,140.0,150.0,0.104,122.0976,0,0
52,150.0,160.0,0.68913,471.7792,0,0
53,0.0,10.0,3.08282,133.0001,1,1
53,10.0,20.0,5.993130000000001,156.0,1,1
53,20.0,30.0,2.6260000000000003,191.0001,1,1
53,30.0,40.0,0.312,36.0,1,1
53,40.0,50.0,0.28613,28.0001,1,1
53,50.0,60.0,0.221,76.0001,0,0
53,60.0,70.0,0.091,42.0001,0,0
53,70.0,80.0,0.091,54.0,0,0
53,80.0,90.0,0.091,40.0001,0,0
53,90.0,100.0,0.091,28.0001,0,0
53,100.0,110.0,0.27313,72.0001,0,0
53,110.0,120.0,0.156,82.0313,0,0
53,120.0,130.0,0.09113,99.0001,0,0
53,130.0,140.0,0.0521299999999999,77.0001,0,0
54,0.0,10.0,3.08282,133.0001,1,1
54,10.0,20.0,1.976,144.0,0,0
54,20.0,30.0,2.964,192.0001,1,1
54,30.0,40.0,4.6176,151.0001,1,1
54,40.0,50.0,2.8340000000000005,202.0001,1,1
54,50.0,60.0,1.001,185.0,1,1
54,60.0,70.0,2.7229799999999997,194.0,1,1
54,70.0,80.0,0.5720000000000001,206.0,1,1
54,80.0,90.0,0.66313,219.0,0,1
54,90.0,100.0,1.0530000000000002,137.0,0,1
54,100.0,110.0,0.507,76.0,0,1
54,110.0,120.0,0.507,76.0,0,1
54,120.0,130.0,1.07913,264.0001,0,1
54,130.0,140.0,0.32513,154.0001,0,1
54,140.0,150.0,0.07813,89.0,0,1
54,150.0,160.0,0.59813,102.0,0,1
54,160.0,170.0,0.59813,102.0,0,1
55,0.0,10.0,0.07813,40.0001,0,0
55,10.0,20.0,0.156,44.0001,0,0
55,20.0,30.0,0.091,39.0,0,0
55,30.0,40.0,0.15613,88.0001,0,0
55,40.0,50.0,0.208,42.0,0,0
55,50.0,60.0,0.559,70.0001,0,0
55,60.0,70.0,0.559,70.0001,0,0
55,70.0,80.0,0.611,87.0,0,0
55,80.0,90.0,1.06613,101.0001,1,0
55,90.0,100.0,3.1822700000000004,204.0,1,0
55,100.0,110.0,0.208,62.0,1,0
55,110.0,120.0,0.208,62.0,1,0
55,120.0,130.0,0.10413,72.0,0,1
55,130.0,140.0,0.676,97.0001,0,0
55,140.0,150.0,0.15613,31.0,0,0
55,150.0,160.0,0.13013,41.0001,0,0
55,160.0,170.0,0.208,90.0,0,0
55,170.0,180.0,0.01313,55.0001,0,0
55,180.0,190.0,0.091,55.0,0,0
56,0.0,10.0,0.039,41.0001,0,0
56,10.0,20.0,0.44213,96.0,0,0
56,20.0,30.0,0.98813,168.0,0,0
56,30.0,40.0,0.169,107.0001,0,0
56,40.0,50.0,0.02613,66.0,0,0
57,0.0,10.0,0.0521299999999999,87.0,0,0
57,10.0,20.0,0.11713,130.0001,0,0
57,20.0,30.0,0.02613,70.0001,0,0
57,30.0,40.0,0.026,60.0,0,0
57,40.0,50.0,0.026,61.0,0,0
57,50.0,60.0,0.091,69.0,0,0
58,0.0,10.0,0.29913,97.0,0,0
58,10.0,20.0,0.44213,44.0001,0,0
58,20.0,30.0,0.312,43.0,0,0
58,30.0,40.0,0.41613,19.0,0,0
58,40.0,50.0,0.10413,27.0,0,0
58,50.0,60.0,0.18213,36.0001,0,0
58,60.0,70.0,0.36413,38.0,0,0
58,70.0,80.0,0.767,51.7538,0,0
58,80.0,90.0,0.611,36.0001,0,0
58,90.0,100.0,0.39,24.0,0,0
58,100.0,110.0,0.29913,27.0,0,0
58,110.0,120.0,0.42913,97.0001,0,0
58,120.0,130.0,0.53313,104.0,0,0
58,130.0,140.0,0.98813,84.0001,0,0
58,140.0,150.0,0.936,102.0001,0,0
59,0.0,10.0,0.39013,51.0,0,0
59,10.0,20.0,0.52,87.0,0,0
59,20.0,30.0,0.39013,66.0,0,0
59,30.0,40.0,2.30113,102.0,0,0
59,40.0,50.0,1.885,193.0,1,1
59,50.0,60.0,0.481,75.0001,1,1
59,60.0,70.0,0.18213,63.0,1,1
59,70.0,80.0,0.65,64.0,0,1
59,80.0,90.0,0.494,97.0001,0,1
59,90.0,100.0,0.31213,75.0001,0,0
59,100.0,110.0,0.104,38.0,0,0
59,110.0,120.0,0.169,92.0,0,0
59,120.0,130.0,0.76713,70.0001,0,0
60,0.0,10.0,0.065,23.0,0,0
60,10.0,20.0,0.039,33.0,0,0
60,20.0,30.0,0.065,42.0,0,0
60,30.0,40.0,0.104,32.0,0,0
60,40.0,50.0,0.494,57.0,0,0
60,50.0,60.0,0.494,57.0,0,0
60,60.0,70.0,0.403,136.0001,1,0
60,70.0,80.0,2.93813,126.0,1,0
60,80.0,90.0,2.96413,96.0001,1,0
60,90.0,100.0,1.27413,68.0,1,1
60,100.0,110.0,1.651,129.0,1,1
60,110.0,120.0,0.68913,137.0,1,1
60,120.0,130.0,0.8969999999999999,121.0001,1,1
60,130.0,140.0,2.43113,200.0001,1,1
60,140.0,150.0,0.26013,94.0001,0,1
60,150.0,160.0,0.364,63.0001,0,1
61,0.0,10.0,0.18213,41.0,0,0
61,10.0,20.0,0.07813,36.0001,0,0
61,20.0,30.0,0.23413,34.0001,0,0
61,30.0,40.0,0.19513,72.0,0,0
61,40.0,50.0,0.429,117.0001,0,0
61,50.0,60.0,0.182,74.0001,0,0
61,60.0,70.0,0.29913,100.0001,0,0
61,70.0,80.0,0.22113,70.0,0,0
61,80.0,90.0,0.169,48.0,0,0
61,90.0,100.0,0.143,41.0001,0,0
61,100.0,110.0,0.364,51.0,0,0
61,110.0,120.0,0.364,51.0,0,0
61,120.0,130.0,0.7020000000000001,54.0,0,0
62,0.0,10.0,0.50713,104.0001,0,0
62,10.0,20.0,0.8580000000000001,57.0001,1,0
62,20.0,30.0,0.936,92.0001,1,0
62,30.0,40.0,1.872,122.0001,1,0
62,40.0,50.0,1.2221300000000002,113.0,1,1
62,50.0,60.0,0.195,46.0001,1,1
62,60.0,70.0,0.195,46.0001,1,1
62,70.0,80.0,0.37713,60.0,1,1
62,80.0,90.0,1.57313,98.0001,1,1
62,90.0,100.0,2.80813,140.0001,1,1
62,100.0,110.0,0.5980000000000001,103.0,0,1
62,110.0,120.0,0.156,79.0001,0,1
62,120.0,130.0,0.338,189.0,0,1
62,130.0,140.0,0.065,43.0,0,0
63,0.0,10.0,0.078,46.0001,0,0
63,10.0,20.0,0.13013,20.0001,0,0
63,20.0,30.0,0.10413,42.0001,0,0
63,30.0,40.0,0.36413,59.0001,0,0
63,40.0,50.0,0.156,26.0001,0,0
63,50.0,60.0,0.078,40.0,0,0
63,60.0,70.0,0.13013,40.0,0,0
63,70.0,80.0,0.182,36.0,0,0
63,80.0,90.0,0.22113,79.0001,0,0
63,90.0,100.0,0.377,91.0,0,0
63,100.0,110.0,0.351,110.0001,0,0
63,110.0,120.0,0.28613,143.0,0,0
63,120.0,130.0,0.338,42.0,0,0
63,130.0,140.0,1.78113,71.0,0,0
63,140.0,150.0,1.50813,78.0,1,0
63,150.0,160.0,0.611,136.0001,1,1
64,0.0,10.0,0.078,67.0,0,0
64,10.0,20.0,0.03913,39.0,0,0
64,20.0,30.0,0.091,28.0,0,0
64,30.0,40.0,0.11713,34.0,0,0
64,40.0,50.0,0.182,31.0001,0,0
64,50.0,60.0,0.0521299999999999,48.0,0,0
64,60.0,70.0,0.0521299999999999,48.0,0,0
64,70.0,80.0,0.182,47.0,0,0
64,80.0,90.0,0.31213,50.0001,0,0
64,90.0,100.0,0.6241300000000001,36.0001,0,1
64,100.0,110.0,0.325,94.0001,1,1
64,110.0,120.0,1.469,235.0,1,1
64,120.0,130.0,1.001,119.0,0,1
64,130.0,140.0,0.72813,79.0001,0,1
64,140.0,150.0,0.26013,65.0,0,0
64,150.0,160.0,1.14816,133.0001,0,0
